n_items,depth,tie_probability,noise_scale,inversion_fraction,law,trials,d_adj_mean,d_adj_sd,kendall_mean,kendall_sd,spearman_mean,spearman_sd,top10_jaccard_mean,top10_jaccard_sd,stable_inversion_mean,stable_inversion_sd,floor_adjusted_kendall_mean,floor_adjusted_kendall_sd,floor_adjusted_spearman_mean,floor_adjusted_spearman_sd,floor_adjusted_jaccard_mean,floor_adjusted_jaccard_sd,d_adj_mae_to_latent_truth,d_adj_bias_to_latent_truth,kendall_mae_to_latent_truth,kendall_bias_to_latent_truth,spearman_mae_to_latent_truth,spearman_bias_to_latent_truth,top10_jaccard_mae_to_latent_truth,top10_jaccard_bias_to_latent_truth,stable_coverage_mean
100,20,0.1,1.0,0.05,student_t_heavy_tailed,500,0.058480365268850136,0.016399319825833723,0.03275636363636364,0.006985444172371806,0.012554242424242424,0.003260018431782944,0.214024642024642,0.1251326861983598,0.0021539511974030916,0.0019143413990067837,0.022914343434343436,0.005900663148408323,0.007396084608460847,0.00277819093558777,0.07632034632034632,0.11364221722650603,0.016551756453423123,0.013414506682991547,0.012406464646464645,-0.012309494949494949,0.0047769126912691265,0.004772652265226523,0.07014185814185815,0.024536796536796544,0.7494937373737373
100,20,0.1,1.0,0.1,student_t_heavy_tailed,500,0.10503679267421692,0.01876620329538986,0.06566020202020202,0.01376385647988218,0.03131803480348035,0.0073067733742335165,0.333995337995338,0.13690144314939967,0.01710189004483245,0.0065714109388496835,0.056051111111111114,0.012574180213346152,0.0261621302130213,0.006966323571036185,0.18563136863136864,0.13114451307132283,0.01768171717171718,0.016412954290378545,0.02297979797979798,-0.02296363636363636,0.0046266156615661575,0.004480099009900991,0.06153979353979355,0.00892174492174492,0.7237381818181818
100,20,0.1,1.0,0.2,student_t_heavy_tailed,500,0.20578231736557495,0.02191784776305471,0.14207676767676766,0.025753272952928927,0.0945930303030303,0.01914271833066236,0.5321207713854772,0.14054311170500547,0.08276026765529323,0.021625084815439316,0.13298969696969698,0.024664386932777047,0.0890260111011101,0.0191297809017104,0.38238184364654954,0.14151745968286247,0.028769869146005527,0.02871282241608001,0.03499272727272727,-0.03499272727272727,0.0054889798979897994,0.004315694569456946,0.052641466376760496,-0.018932195255724666,0.6791818181818182
100,20,0.1,1.0,0.4,student_t_heavy_tailed,500,0.4293491429445975,0.03266873526190482,0.306100606060606,0.04964063677792208,0.31595201020102015,0.048854007485933104,0.8436576443851985,0.10389971605807743,0.3150000599113039,0.056521443399283694,0.2980054545454545,0.04915511680062466,0.30840034953495354,0.04980549852566637,0.6961588098863641,0.1289676073746187,0.0569511631466177,0.0569511631466177,0.06629737373737374,-0.06629737373737374,0.00853447644764476,0.0003593549354935466,0.04091820700799029,-0.027440787970199727,0.5879753535353536
100,40,0.1,1.0,0.0,student_t_heavy_tailed,500,0.03563367054382208,0.02817980021550673,0.007796363636363637,0.002852338051951977,0.005396459645964595,0.002603986221346148,0.11268065268065264,0.11006041920338723,5.040322580645161e-07,1.1270503918849745e-05,0.0025458585858585854,0.002591476704735121,0.0015015721572157216,0.0023208722488906033,0.017037296037296035,0.08726317962816436,0.03565079532700746,0.03563367054382208,0.007796363636363637,0.007796363636363637,0.005396459645964595,0.005396459645964595,0.11268065268065264,0.11268065268065264,0.7860109090909091
100,40,0.1,1.0,0.05,student_t_heavy_tailed,500,0.06985969543924091,0.01992495356067771,0.0245830303030303,0.006525214872830792,0.012666258625862585,0.003497537257679713,0.1973479853479853,0.12182484169496464,0.0029208174420338705,0.0021762483167458257,0.01924343434343434,0.005786594924448557,0.008804275427542755,0.0031973609068405916,0.09263003663003662,0.11664106831531441,0.025378714416896243,0.024850806550352014,0.02042989898989899,-0.020425858585858585,0.004802172217221722,0.0047971077107710775,0.06426307026307027,0.004400266400266403,0.7655111111111111
100,40,0.1,1.0,0.1,student_t_heavy_tailed,500,0.12203923579226611,0.018408747435628484,0.056692121212121215,0.013681327765275067,0.03169174617461746,0.00726625205797385,0.3203363303363303,0.13864516197553062,0.019814509059112122,0.007207329305908128,0.05145151515151515,0.012749812358033002,0.027756342634263426,0.00702168140590902,0.21311255411255414,0.12769977445373143,0.03228435822875218,0.032233983267013586,0.033113131313131317,-0.033113131313131317,0.004802601260126013,0.004587311731173117,0.05890642690642691,-0.008560772560772563,0.7389450505050504
100,40,0.1,1.0,0.2,student_t_heavy_tailed,500,0.22413885623915927,0.026463336935826334,0.12707474747474748,0.027867722420251973,0.0932132493249325,0.02067565379384753,0.5313092593680828,0.1474759870332545,0.08669042965055611,0.024578694489580485,0.1222369696969697,0.027153261381193054,0.08905729972997299,0.020636711790593117,0.41106450412332773,0.14860175343020887,0.0483570380573411,0.0483570380573411,0.04870707070707071,-0.04870707070707071,0.005230993099309931,0.003657653765376537,0.053031053913406866,-0.03178289031230208,0.6993781818181818
100,40,0.1,1.0,0.4,student_t_heavy_tailed,500,0.456630462962963,0.033248304805327936,0.2880747474747475,0.0520671621457477,0.3167958025802581,0.04998598448450973,0.8165623430576991,0.11393151241598583,0.32004680532469265,0.05775662293650991,0.28370121212121213,0.05169639662245896,0.3109179342934293,0.05050514571918186,0.7108374013327574,0.13530565857334617,0.08277834175084176,0.08277834175084176,0.08577737373737374,-0.08577737373737374,0.009090294029402944,-0.0012310201020102026,0.05134101828683872,-0.04485907814235988,0.605860202020202
100,80,0.1,1.0,0.0,student_t_heavy_tailed,500,0.032953456279971434,0.02909274470028858,0.003997171717171718,0.0018701834379217734,0.004937284728472846,0.002738132561963797,0.0692121212121212,0.09710161367765913,0.0,0.0,0.00134,0.001747064654064294,0.002015241524152415,0.0026279410013148852,0.016757575757575756,0.07120072420037139,0.03298076165697379,0.032953456279971434,0.003997171717171718,0.003997171717171718,0.004937284728472846,0.004937284728472846,0.0692121212121212,0.0692121212121212,0.803019393939394
100,80,0.1,1.0,0.05,student_t_heavy_tailed,500,0.07876349581675339,0.018990973097489518,0.018581414141414142,0.005683717680998503,0.012734377437743773,0.0030344420861927925,0.1752460872460872,0.12183865805828169,0.0033459130220135705,0.0022345278122772928,0.015795757575757574,0.005153623429501996,0.0098355700570057,0.002886859135003192,0.09745121545121543,0.10467364823248358,0.033485321140699936,0.033400667533925114,0.02678141414141414,-0.02678141414141414,0.0049608460846084605,0.004944398439843985,0.06503563103563104,-0.021575091575091576,0.7792553535353536
100,80,0.1,1.0,0.1,student_t_heavy_tailed,500,0.13371755866748294,0.019596806129826786,0.04681171717171718,0.011713015116804455,0.03130035403540354,0.007207567407191263,0.2938614718614718,0.1420781139743182,0.021066792640862905,0.0068218328570716505,0.044089090909090904,0.011211428056314561,0.0283585898589859,0.007017608067628983,0.215008325008325,0.13100351046218736,0.04457816472808898,0.04457816472808898,0.042327676767676764,-0.042327676767676764,0.004806096609660965,0.004582262226222622,0.06973892773892774,-0.04410589410589411,0.7529054545454545
100,80,0.1,1.0,0.2,student_t_heavy_tailed,500,0.24016775303540455,0.026562519597418635,0.11566060606060606,0.028203004701407908,0.09383714371437145,0.021176763423850532,0.506168028050381,0.1478185744429396,0.09140752920233422,0.026231433047360517,0.11308666666666667,0.027747755653368362,0.09064481398139815,0.021160510145763645,0.42426126814362114,0.1533039423623072,0.06393098535863688,0.06393098535863688,0.06057616161616161,-0.06057616161616161,0.005687878787878788,0.003923132313231322,0.0650775694893342,-0.0483657127186539,0.7122573737373736
100,80,0.1,1.0,0.4,student_t_heavy_tailed,500,0.4735255290276502,0.0351149128050575,0.2708646464646465,0.04801433422210466,0.31444102910291033,0.04813309590217706,0.8145612760132885,0.11715516086233689,0.32285191645731076,0.05348176382701933,0.2686624242424242,0.04781309981514563,0.3101958370837084,0.04857574169426481,0.7367827212347335,0.1313379736703162,0.09972916539128661,0.09972916539128661,0.10293171717171717,-0.10293171717171717,0.009622937293729372,-0.0033380408040804095,0.05854214430220622,-0.05406674010543979,0.6230472727272727
100,160,0.1,1.0,0.0,student_t_heavy_tailed,500,0.02858841827364555,0.028932925302648026,0.001966868686868687,0.0012331645687577676,0.004262754275427543,0.0026921914775546755,0.047333333333333324,0.08655466881754849,0.0,0.0,0.0006305050505050506,0.0011651748699162297,0.0020846309630963094,0.002652447662988659,0.014424242424242423,0.061662797963835385,0.028666025150494854,0.02858841827364555,0.001966868686868687,0.001966868686868687,0.004262754275427543,0.004262754275427543,0.047333333333333324,0.047333333333333324,0.8159115151515152
100,160,0.1,1.0,0.05,student_t_heavy_tailed,500,0.08659285021936537,0.021013442025014196,0.01404888888888889,0.0050178097432306,0.013371392139213923,0.003708837270572126,0.15061605061605057,0.125854403510583,0.0038380306484745493,0.002593771587174971,0.01262888888888889,0.004719162067468135,0.011166567656765675,0.0035492161249466095,0.10246453546453545,0.10657492876702329,0.041098306295276,0.041082547189062346,0.031461414141414144,-0.031461414141414144,0.0054773207320732075,0.005466321632163216,0.0678974358974359,-0.04248018648018648,0.7857785858585858
100,160,0.1,1.0,0.1,student_t_heavy_tailed,500,0.14602548898071627,0.020980957752822244,0.03861858585858586,0.010682142941796697,0.03203832283228323,0.007359064462485061,0.26764568764568764,0.14071418287886614,0.02238291054773922,0.007915413998153825,0.03730686868686869,0.010463695686084804,0.02984883288328833,0.007271883450965015,0.21125174825174828,0.13454610538833425,0.056507913223140506,0.056507913223140506,0.050898989898989895,-0.050898989898989895,0.005481575157515751,0.005268541854185418,0.0768911088911089,-0.0581951381951382,0.7596573737373737
100,160,0.1,1.0,0.2,student_t_heavy_tailed,500,0.2530077137536986,0.02549941504712993,0.10394060606060605,0.025134242496946284,0.09374706570657067,0.020128351120044463,0.497185654215066,0.15202552817869533,0.09340124528169227,0.02506681884226929,0.10268282828282828,0.024947743624489992,0.09145951845184519,0.020115263097983622,0.4367940458234576,0.15018192820077123,0.07683397637996123,0.07683397637996123,0.0722331313131313,-0.0722331313131313,0.005932004200420043,0.0041236033603360344,0.07595885487061957,-0.06628944584826937,0.7209975757575757
100,160,0.1,1.0,0.4,student_t_heavy_tailed,500,0.4866418265993266,0.034474627810126585,0.25313454545454545,0.05492650438231989,0.31035054605460544,0.050402503177258036,0.7953971527268741,0.13548943977585223,0.3188279353353622,0.05927305255642713,0.25206080808080805,0.05479888714873038,0.3072560426042604,0.05066980383358154,0.7421104394401609,0.14378469709567573,0.11676627104377105,0.11676627104377105,0.1167410101010101,-0.1167410101010101,0.010527377737773777,-0.0023277497749774985,0.07074517329935284,-0.06899766727940101,0.6276016161616161
