aggregation_level,split_seed,environment_id,predictor,method,budget,n_selected,realized_fidelity,false_trust_rate,reliable_perturbation_recovery,high_effect_fidelity_fraction,budget_specific_retraining,realized_fidelity_ci_lower,realized_fidelity_ci_upper,false_trust_rate_ci_lower,false_trust_rate_ci_upper,environment_count,uncertainty
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,raw_normalized_uq,0.2,10,0.7759188986849459,0.09999999999999998,0.9,0.8,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,raw_normalized_uq,0.5,24,0.7367597945291324,0.08333333333333337,0.9166666666666666,0.6666666666666666,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,raw_normalized_uq,0.8,39,0.6477507160465575,0.1282051282051282,0.8717948717948718,0.46153846153846156,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,u_only_rf,0.2,10,0.7613012769578017,0.0,1.0,0.6,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,u_only_rf,0.5,24,0.7313072455585432,0.08333333333333337,0.9166666666666666,0.5833333333333334,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,u_only_rf,0.8,39,0.661784002674928,0.10256410256410253,0.8974358974358975,0.48717948717948717,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,ptl_rf,0.2,10,0.6350698615243777,0.09999999999999998,0.9,0.4,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,ptl_rf,0.5,24,0.6383804931985277,0.16666666666666663,0.8333333333333334,0.4583333333333333,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,slim_string,ptl_rf,0.8,39,0.6310069137146674,0.15384615384615385,0.8461538461538461,0.46153846153846156,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,raw_normalized_uq,0.2,10,0.39180739891361005,0.30000000000000004,0.7,0.4,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,raw_normalized_uq,0.5,24,0.48158935425421723,0.20833333333333337,0.7916666666666666,0.4583333333333333,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,raw_normalized_uq,0.8,39,0.5743373240126739,0.15384615384615385,0.8461538461538461,0.5384615384615384,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,u_only_rf,0.2,10,0.4474954684067922,0.19999999999999996,0.8,0.2,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,u_only_rf,0.5,24,0.4812950595634985,0.20833333333333337,0.7916666666666666,0.4583333333333333,0,,,,,,
environment_predictor,20260907,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,strong_linear,u_only_rf,0.8,39,0.5636679875070165,0.17948717948717952,0.8205128205128205,0.48717948717948717,0,,,,,,
