analysis,metric,method,environment_key,predictor,scenario,heldout_environment_id,heldout_predictor,n,aurc,optimal_aurc,excess_aurc,brier,mean_continuous_risk,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,log_loss,auroc,auprc
selective_risk_under_alternative_fidelity,centered_delta_cosine,raw_normalized_uq,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.28,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,3.2236263302289387,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,best_scalar_uq,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.21468389574978353,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.6338283854551438,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_only_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.24912201062293732,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.8246405846738256,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_p_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.21911189905870923,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.650622407424224,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_ps_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.21529902169123047,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.6360686239470159,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_psn_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.21531214652594075,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.6361167414231771,0.5,0.72
selective_risk_under_alternative_fidelity,centered_delta_cosine,ptl_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.7741373355553255,0.6950484297675931,0.07908890578773242,0.2059669692513173,0.7670373753234924,0.7858558308138758,0.7738961360213934,0.24,0.275,0.605105715820742,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,raw_normalized_uq,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.28,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,3.2236263302289387,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,best_scalar_uq,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.21468389574978353,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.6338283854551438,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_only_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.24912201062293732,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.8246405846738256,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_p_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.21911189905870923,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.650622407424224,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_ps_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.21529902169123047,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.6360686239470159,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_psn_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.21531214652594075,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.6361167414231771,0.5,0.72
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,ptl_rf,frangieh_melanoma_coculture,mean_matching,leave_predictor_out,,mean_matching,50.0,0.6736055909130094,0.6557271612640099,0.01787842964899955,0.2059669692513173,0.6780723440086491,0.6723166315060347,0.6762741144496127,0.24,0.275,0.605105715820742,0.5,0.72
selective_risk_under_alternative_fidelity,delta_cosine,raw_normalized_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9089854168364734,0.8667001717850918,0.04228524505138154,0.2965725601807163,0.9444128791425244,0.9165005508131665,0.937072381772936,0.96,0.975,0.8154891649472437,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,best_scalar_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9275724943870377,0.8667001717850918,0.06087232260194586,0.16144632745872683,0.9444128791425244,0.9499795536730556,0.9452915717313495,0.96,0.975,0.48919384767735424,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,u_only_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9251036181930486,0.8667001717850918,0.058403446407956805,0.17640584569642198,0.9444128791425244,0.9360253271930479,0.9452956675547,0.96,0.975,0.5280491144141862,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,delta_cosine,u_p_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9296989544791504,0.8667001717850918,0.06299878269405856,0.10869012840503592,0.9444128791425244,0.9377792744341675,0.9416326531450124,0.96,0.975,0.36302808705327655,0.9591836734693877,0.3333333333333333
selective_risk_under_alternative_fidelity,delta_cosine,u_ps_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9222922887573469,0.8667001717850918,0.05559211697225508,0.11286362835740632,0.9444128791425244,0.9268708257869004,0.9418567768094019,0.96,0.975,0.3750700412839384,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,delta_cosine,u_psn_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9240736244377209,0.8667001717850918,0.05737345265262905,0.11239523903335445,0.9444128791425244,0.9268708257869004,0.9416326531450123,0.96,0.975,0.37377250122511396,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,delta_cosine,ptl_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9163342814957304,0.8667001717850918,0.04963410971063853,0.028901359443188227,0.9444128791425244,0.9307274970245761,0.9363206046098294,0.96,0.975,0.15450841657738393,1.0,1.0
selective_risk_under_alternative_fidelity,centered_delta_cosine,raw_normalized_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.919325500906082,0.8768765853569275,0.04244891554915453,0.2965725601807163,0.9501049085126012,0.9263501947247939,0.9436821477258659,0.96,0.975,0.8154891649472437,1.0,1.0
selective_risk_under_alternative_fidelity,centered_delta_cosine,best_scalar_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9342279088467326,0.8768765853569275,0.057351323489805095,0.16144632745872683,0.9501049085126012,0.9549415045693813,0.951129517367104,0.96,0.975,0.48919384767735424,1.0,1.0
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_only_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9327407948416626,0.8768765853569275,0.05586420948473514,0.17640584569642198,0.9501049085126012,0.9429029052288367,0.951830415332358,0.96,0.975,0.5280491144141862,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_p_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9375023400808778,0.8768765853569275,0.060625754723950376,0.10869012840503592,0.9501049085126012,0.9456411660862084,0.9482174425306408,0.96,0.975,0.36302808705327655,0.9591836734693877,0.3333333333333333
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_ps_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9307617426032828,0.8768765853569275,0.05388515724635534,0.11286362835740632,0.9501049085126012,0.9350331994638988,0.9485703997259136,0.96,0.975,0.3750700412839384,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,centered_delta_cosine,u_psn_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9322838646632146,0.8768765853569275,0.05540727930628708,0.11239523903335445,0.9501049085126012,0.9350331994638988,0.9482174425306408,0.96,0.975,0.37377250122511396,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,centered_delta_cosine,ptl_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.9264689372387206,0.8768765853569275,0.04959235188179312,0.028901359443188227,0.9501049085126012,0.9401421239887945,0.9432191632866529,0.96,0.975,0.15450841657738393,1.0,1.0
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,raw_normalized_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7369862807272238,0.7256404879487489,0.011345792778474917,0.2965725601807163,0.7446881230378074,0.7354890016842671,0.7430964263719185,0.96,0.975,0.8154891649472437,1.0,1.0
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,best_scalar_uq,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7391660548559836,0.7256404879487489,0.01352556690723472,0.16144632745872683,0.7446881230378074,0.7444028643953622,0.7422305773305096,0.96,0.975,0.48919384767735424,1.0,1.0
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_only_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7388191954986237,0.7256404879487489,0.013178707549874824,0.17640584569642198,0.7446881230378074,0.7399259358362142,0.7429745416285115,0.96,0.975,0.5280491144141862,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_p_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7408225448824693,0.7256404879487489,0.015182056933720434,0.10869012840503592,0.7446881230378074,0.7418994530229374,0.7429950565042234,0.96,0.975,0.36302808705327655,0.9591836734693877,0.3333333333333333
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_ps_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7395178113481523,0.7256404879487489,0.013877323399403396,0.11286362835740632,0.7446881230378074,0.7393999768713938,0.7429600122602206,0.96,0.975,0.3750700412839384,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,u_psn_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.739667785527743,0.7256404879487489,0.014027297578994125,0.11239523903335445,0.7446881230378074,0.7393999768713938,0.7429950565042234,0.96,0.975,0.37377250122511396,0.9795918367346939,0.5
selective_risk_under_alternative_fidelity,absolute_effect_rank_agreement,ptl_rf,frangieh_melanoma_coculture,slim_string,in_domain,,,50.0,0.7359420975406847,0.7256404879487489,0.010301609591935823,0.028901359443188227,0.7446881230378074,0.7357753338594609,0.7426164213605337,0.96,0.975,0.15450841657738393,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,raw_normalized_uq,frangieh_melanoma_coculture,slim_string,leave_environment_out,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,50.0,0.9089854168364734,0.8667001717850918,0.04228524505138154,0.30054863807852294,0.9444128791425244,0.9165005508131665,0.937072381772936,0.96,0.975,0.8199265651123262,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,best_scalar_uq,frangieh_melanoma_coculture,slim_string,leave_environment_out,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,50.0,0.9275724943870377,0.8667001717850918,0.06087232260194586,0.14240322825831592,0.9444128791425244,0.9499795536730556,0.9452915717313495,0.96,0.975,0.4485763819241406,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,u_only_rf,frangieh_melanoma_coculture,slim_string,leave_environment_out,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,50.0,0.9130299326550722,0.8667001717850918,0.04632976086998031,0.19525817903488663,0.9444128791425244,0.9225719022219454,0.9387533565772355,0.96,0.975,0.577194454106258,1.0,1.0
selective_risk_under_alternative_fidelity,delta_cosine,u_p_rf,frangieh_melanoma_coculture,slim_string,leave_environment_out,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,50.0,0.9254597753559718,0.8667001717850918,0.05875960357087995,0.14301388469978565,0.9444128791425244,0.9236305296814775,0.9369549993815104,0.96,0.975,0.4496423700027021,0.9387755102040817,0.25
