comparison,left_environment_id,right_environment_id,perturbation_label,risk_left,risk_right,confidence_left,confidence_right,absolute_risk_change,response_program_shift,response_program_is_descriptive,risk_and_confidence_outcomes_used_for_evaluation_only,matching
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CDK4,0.8416111649206022,0.7249337205515631,0.9467327419755674,0.8111623363631013,0.11667744436903904,0.9438563866164742,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CDK6,0.9285080335484118,0.8169944788067636,0.7826020422441194,0.8611513044212179,0.11151355474164826,0.7508703728758503,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CDKN1A,0.4531160569886411,0.6984658996897998,0.928923130548115,0.8317495109718148,0.24534984270115867,0.7300426036652974,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CDKN2A,0.6298349042874163,0.8407681650649681,0.8647445184754363,0.797141456699041,0.2109332607775518,0.8389705319096904,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CDKN2B,0.600933087165785,0.7470505246281817,0.9507790828149759,0.8187604657228397,0.1461174374623967,0.6660625116274466,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CGAS,0.6140914892091496,0.8294557974536325,0.9556943858537799,0.8327681838211118,0.21536430824448294,0.9392307231357759,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CHCHD2,0.5964650760891044,0.8199095079074337,0.9100200088141857,0.8273761615082703,0.2234444318183293,0.7796724628219214,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CITED1,0.4904152849102853,0.7420082094767821,0.978826267316676,0.9584134745656344,0.25159292456649684,0.8605800237379415,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CKS1B,0.8628711159242446,0.8806213458596187,0.7223123506989517,0.7861821146449062,0.017750229935374118,0.8749810747079027,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CMSS1,0.6513597587370059,0.8911302865965687,0.90792570443394,0.8104144254097578,0.23977052785956277,0.8989628669704548,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CORO1A,0.6959086723141394,0.8406196394081441,0.9689606620130552,0.9256113164079031,0.14471096709400466,0.9121312239850788,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CSPG4,0.5875653733020483,0.7888062806599528,0.980809768409213,0.956658579890537,0.20124090735790456,0.8854089723625981,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CST3,0.7436370455629222,0.7937236876919224,0.8797324474952356,0.7573154456647085,0.05008664212900016,0.8882898959860999,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTPS1,1.0978031882976662,1.1299971894422203,0.6897898336630476,0.8016595093984124,0.03219400114455406,0.6587725479239879,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTSA,0.7252126974515134,0.7702115450115352,0.7774341635600553,0.7894151768656389,0.044998847560021815,0.8229623853662172,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTSB,0.7117471197705758,0.8666693312786281,0.8373852351266305,0.7157629347678484,0.1549222115080523,0.8730729415004618,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTSD,0.5900190955360901,0.7369447947297125,0.7374152562293271,0.8556754231790867,0.14692569919362242,0.6712329515278881,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTSL,0.8763338809316379,0.8984616783313611,0.769331245652164,0.7350613258304516,0.02212779739972326,0.8704817401164916,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CTSO,0.6245396917488092,0.8535772631787266,0.969576336786984,0.8865922990511499,0.22903757142991743,1.0011577674996817,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,CXCR4,0.5270329470095498,0.8146685900756288,0.9786444500078081,0.9443797558529731,0.2876356430660789,0.8583623591913224,1,1,exact_perturbation_label_intersection
