dataset_id,perturbation_label,split_half_cosine,left_signature_groups,right_signature_groups,left_cells,right_cells,gene_count,split_seed,reproducibility_unit,raw_cell_expression_split
ReplogleWeissman2022_rpe1,GAB2,0.036230584435871786,6,7,67,79,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,GFM1,0.8188460846033982,54,54,821,847,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,GTF3C4,0.7356162872826466,15,18,169,208,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,HSD17B10,0.5299694474234888,10,12,111,133,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,MRPL35,0.7522424238874115,51,53,691,737,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,MRPL36,0.8034067156497616,54,56,812,856,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,MYBL2,0.23914321896266036,11,17,120,185,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,NBPF12,0.5550092605671021,33,37,390,443,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,POGLUT3,0.22911954249054695,4,7,41,73,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,PPP6C,0.9213039165223555,49,50,719,753,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,SLC1A5,0.3998845898074535,55,55,958,987,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TACC3,0.05041718612881939,1,2,10,20,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TARDBP,0.9454384528215636,54,54,810,835,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TFAM,0.953062512697672,56,56,1776,1804,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TMEM214,0.40648704748355136,4,7,43,74,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TMEM242,0.032077443555608535,1,1,10,10,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TPT1,0.2809400845444724,1,2,12,22,8749,20260907,raw_cells_within_reference_perturbation_strata,1
ReplogleWeissman2022_rpe1,TWF1,0.026750488037233223,5,5,50,53,8749,20260907,raw_cells_within_reference_perturbation_strata,1
