aggregation_level,scenario,heldout_environment_id,heldout_predictor,environment_id,environment_key,predictor,method,n,aurc,optimal_aurc,excess_aurc,brier,mean_continuous_risk,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,log_loss,auroc,auprc
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,identity_free_shared,platt_logistic,60.0,0.5135143909820681,0.4082545912481034,0.10525979973396465,0.15199655920801272,0.5429724515573561,0.5208443802968425,0.5142246497940084,0.033333333333333326,0.0625,0.4883030455006713,0.5379464285714286,0.9155157010139454
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,identity_free_shared,platt_logistic,114.0,0.5135027199811355,0.47955939323123536,0.03394332674990014,0.09505674517363784,0.5379503317239948,0.49904973005418374,0.5248938074166944,0.0,0.0,0.3545570439975671,0.8407079646017699,0.9984879321145288
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,identity_free_shared,ptl_rf,150.0,0.7797340643548994,0.7384547946655021,0.041279269689397324,0.14577930466283337,0.8490473596482163,0.7651438477663325,0.8197384509836241,0.3866666666666667,0.5833333333333333,0.44263636082756846,0.8554,0.6659585346406667
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,identity_free_shared,ptl_rf,150.0,0.7317939583408907,0.6598725530921195,0.07192140524877122,0.18715055147943432,0.7888860225243175,0.7181425875929883,0.7542273742335618,0.29333333333333333,0.4083333333333333,0.5504353999973626,0.7804661092332326,0.7258014086698014
environment_predictor_test,in_domain,,,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,identity_free_shared,ptl_rf,150.0,0.6455321816010214,0.5572860846641202,0.08824609693690122,0.19540140512660117,0.7211698056434744,0.6333812848042348,0.6842463121208033,0.17333333333333334,0.2833333333333333,0.5917526977539059,0.7582531597811732,0.792646636132668
environment_predictor_test,in_domain,,,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,identity_free_shared,ptl_rf,144.0,0.25940863942906733,0.15396036889134213,0.10544827053772521,0.1245635967513063,0.3819881561267653,0.2253508251130788,0.3263072945093655,0.06944444444444442,0.13793103448275867,0.41157165327941847,0.632210607820364,0.90484000570175
environment_predictor_test,in_domain,,,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,identity_free_shared,ptl_rf,279.0,0.6792598266224582,0.5452544987238894,0.13400532789856878,0.23380942282096187,0.7693404845219682,0.7146135760098922,0.7382065249063793,0.44999999999999996,0.4776785714285714,0.6592438601484457,0.649250645994832,0.627576352299769
environment_predictor_test,in_domain,,,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,identity_free_shared,ptl_rf,99.0,0.8069778335026676,0.6756011572799809,0.13137667622268667,0.18871032851771424,0.8694694798346718,0.8326426780918621,0.8569376560578906,0.62,0.6625,0.5589313643272745,0.710261569416499,0.4894836714970025
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,identity_free_shared,ptl_rf,60.0,0.5009826963759373,0.4082545912481034,0.09272810512783386,0.08151633588859662,0.5429724515573561,0.4967168626043464,0.5216096863401803,0.09999999999999998,0.0625,0.31982211126162574,0.3504464285714286,0.8919257208788381
environment_predictor_test,in_domain,,,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,identity_free_shared,ptl_rf,114.0,0.512402993849389,0.47955939323123536,0.03284360061815367,0.018846376596744086,0.5379503317239948,0.5131378978826191,0.5204767522774482,0.0,0.0,0.09544699466337025,0.9734513274336283,0.9997650437276526
