n,mean_fidelity,median_fidelity,mean_spearman,mean_rmse,mean_true_norm,mean_pred_norm,mean_top_deg_overlap_at_50,aggregation_level,environment_id,environment_key,dataset_id,predictor,seed,split_id,split_seed,uncertainty_source,linear_embedding_source,linear_reference_release,slim_embedding_path,training_gene_space_policy,training_gene_count,evaluation_gene_space,evaluation_gene_count,uq_mean_gene_variance,uq_median_gene_variance,uq_top_effect_variance,uq_cosine_disagreement,uq_effect_norm_variance
50.0,0.20258505081991288,0.2312949017608681,0.15327440749385002,0.03572993398065785,2.8766229152679443,0.5845679640769958,0.06309900037371807,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,5.059035244860548e-06,2.0152899041362234e-06,2.636653675659829e-05,0.03745269553165764,0.0009936914200694325
50.0,0.06292091196088517,0.03224945381388428,0.04200391160295034,0.044888745836697656,2.8766229152679443,2.3104755878448486,0.05857533440733072,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.001013812578933964,0.00038325374449754777,0.009207890174751618,0.25178475798458916,0.6625401438546064
50.0,0.13156343112998573,0.13891966605742162,0.0897995412702479,0.03795472673885563,2.8766229152679443,1.124202013015747,0.05427760654432826,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0001407228133290893,5.648554457695145e-05,0.0011492401980229094,0.151515279747162,0.07527812798322762
50.0,0.30975281558833806,0.36175649153620226,0.2333456927545872,0.04422646596862337,3.54502010345459,1.0063990354537964,0.11828969819194288,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,5.943269840192712e-06,2.7292119750713913e-06,2.246420548346552e-05,0.01552450560617602,0.0008374781232153987
50.0,0.13720622575834138,0.10586791586406494,0.0987235987955664,0.05095830439278353,3.54502010345459,2.2621500492095947,0.06766422213402358,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0010716806387017757,0.00043587339301184684,0.007054940252583825,0.2725807434734106,0.6983925273103841
50.0,0.2746054750393969,0.2927041467587596,0.20005568146971178,0.04484983134037863,3.54502010345459,1.20272696018219,0.10483084784103029,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,9.631449074181987e-05,3.875274998369319e-05,0.00068873264453258,0.11177501930184895,0.09933886906966802
50.0,0.3143097241374615,0.31642320351610365,0.22224001164183535,0.03500190312978255,3.0093460083007812,1.0311193466186523,0.09721039224119533,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,5.425279429371046e-06,2.2389512347940104e-06,2.6379740858020937e-05,0.01359769694512114,0.00039239824847419
50.0,0.146439622147167,0.12601105250157768,0.09783232580484866,0.04507853335056682,3.0093460083007812,2.5556089878082275,0.0482577543576903,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0009702005974825962,0.00035599254503332757,0.010632795165007914,0.20916063521011377,0.7383091781326777
50.0,0.21223191482897077,0.2077245911777964,0.13845704303483825,0.037076224203221195,3.0093460083007812,1.318461298942566,0.06356092352192542,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.00018020221483040587,6.991111103095235e-05,0.0017342019991087357,0.15710857647596715,0.15585362524605492
48.0,0.7058263177351717,0.8031387096757281,0.5699274661795126,0.04007294365604443,4.435016632080078,4.153982162475586,0.3462557728199241,environment_predictor_ensemble_mean,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20261017,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,8229,0.0004095232951853821,5.621535809764264e-05,0.010243732722584787,0.05887052343901713,1.166359659509454
