split_seed,comparison,left_environment_id,right_environment_id,predictor,method,n_shared_perturbations,n_rows,difficulty_left_mean_risk,difficulty_right_mean_risk,difficulty_mean_risk_gap,ranking_left_spearman,ranking_right_spearman,ranking_spearman_gap,centered_confidence_mapping_gap,additive_null_mse,interaction_mse,interaction_improvement,status,matched_perturbation_control,outcomes_used_for_evaluation_only
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,slim_string,ptl_rf,10,20,0.8231751362450315,0.9248676205972448,-0.10169248435221334,0.2121212121212121,-0.12727272727272726,0.33939393939393936,0.05289908254050706,0.011893516822112439,0.011763962886403717,0.00012955393570872185,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,12,24,0.928523148364286,0.8163724183627701,0.11215073000151587,-0.055944055944055944,0.013986013986013986,-0.06993006993006994,0.017477557402958366,0.019532826244999132,0.019374343086376557,0.00015848315862257225,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_coculture,slim_string,raw_normalized_uq,9,18,0.817947042324841,0.9475254791500815,-0.1295784368252405,0.06666666666666667,0.3765723339400754,-0.30990566727340874,0.11859555963007665,0.01313060953177821,0.011197759317423624,0.0019328502143545825,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,10,20,0.8231751362450315,0.9248676205972448,-0.10169248435221334,0.0303030303030303,0.006060606060606061,0.02424242424242424,0.06120322957563642,0.014624678438140045,0.015538304841078932,-0.0009136264029388884,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,12,24,0.928523148364286,0.8163724183627701,0.11215073000151587,-0.027972027972027972,0.22105399233408873,-0.2490260203061167,0.0842730296059598,0.025774454946498493,0.03142894307084861,-0.005654488124350115,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_coculture,slim_string,u_only_rf,9,18,0.817947042324841,0.9475254791500815,-0.1295784368252405,0.7999999999999999,0.18333333333333335,0.6166666666666666,0.05166250460777067,0.01430083869585436,0.014438826638083426,-0.00013798794222907087,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,slim_string,u_only_rf,10,20,0.8231751362450315,0.9248676205972448,-0.10169248435221334,0.35757575757575755,-0.34545454545454546,0.703030303030303,0.03955345200624762,0.013361905902193447,0.014582609099909943,-0.0012207031977164997,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,12,24,0.928523148364286,0.8163724183627701,0.11215073000151587,-0.2867132867132868,0.1258741258741259,-0.41258741258741266,0.06818007046079558,0.028223689502687093,0.0277453905956048,0.0004782989070822871,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_coculture,strong_linear,ptl_rf,9,18,0.7391889842067751,0.855765474162313,-0.11657648995553782,0.0,0.7333333333333334,-0.7333333333333334,0.24479370896228125,0.013105225150391213,0.012204570609531768,0.0009006545408594443,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,strong_linear,ptl_rf,10,20,0.7222608573134972,0.7537744004908973,-0.03151354317740007,0.7696969696969697,0.4545454545454545,0.3151515151515152,0.12330162098557232,0.017077680855832743,0.015576642587258193,0.0015010382685745512,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,12,24,0.8358871072174776,0.7228196430537337,0.11306746416374391,0.5174825174825175,0.43356643356643365,0.08391608391608385,0.04228359918970598,0.010737537226549665,0.011541605349476963,-0.0008040681229272969,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_coculture,strong_linear,raw_normalized_uq,9,18,0.7391889842067751,0.855765474162313,-0.11657648995553782,-0.0420182903408009,0.38333333333333336,-0.42535162367413426,0.06106578958055036,0.01832349145707407,0.017799731564589125,0.0005237598924849402,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,10,20,0.7222608573134972,0.7537744004908973,-0.03151354317740007,0.7462087741411999,0.1515151515151515,0.5946936226260484,0.09536016103464114,0.01563256651882531,0.01782889341778866,-0.002196326898963349,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,12,24,0.8358871072174776,0.7228196430537337,0.11306746416374391,0.5104895104895105,0.37762237762237766,0.13286713286713286,0.06930288934647189,0.0084739525564252,0.01018918368920427,-0.0017152311327790725,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_coculture,strong_linear,u_only_rf,9,18,0.7391889842067751,0.855765474162313,-0.11657648995553782,0.2333333333333333,0.5666666666666667,-0.33333333333333337,0.12433663447745062,0.022882683683944742,0.01660955706402734,0.0062731266199174025,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_control,frangieh_melanoma_ifng,strong_linear,u_only_rf,10,20,0.7222608573134972,0.7537744004908973,-0.03151354317740007,0.49090909090909085,0.49090909090909085,0.0,0.15575673634468887,0.02439515996467993,0.012978031622576708,0.011417128342103216,executed,shared perturbation_label,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,12,24,0.8358871072174776,0.7228196430537337,0.11306746416374391,0.34965034965034975,0.3706293706293707,-0.020979020979020935,0.06008467040633481,0.014547696955235535,0.01471382658485163,-0.00016612962961609276,executed,shared perturbation_label,1
20260907,tian_modality,tian_neuron_crispra,tian_neuron_crispri,mean_matching,ptl_rf,1,2,,,,,,,,,,,insufficient_shared_perturbations_for_controlled_fit,shared perturbation_label,1
