source_environment_id,left_target_environment_id,right_target_environment_id,metric,feature_ladder,feature_columns,n_labels,outer_protocol,target_feature_leakage,task,spearman,mae,auprc,positive_prevalence,auprc_lift
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.13980952380952383,0.03580302950728897,,,
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.0823809523809524,0.06553764068554886,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.0017142857142857042,0.05191599841903222,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.17685714285714282,0.05986167476464169,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.2042857142857143,0.07366710108804973,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.1305714285714286,0.0691472306091393,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.06309280235751387,0.05270702988426698,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.21971428571428572,0.037679910875680955,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.04738095238095239,0.040180708316323616,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.059,0.05313459984610302,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.21314285714285713,0.06168007971554703,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.3814285714285715,0.0712393016114691,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.12480952380952381,0.026804957962154766,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.16328571428571428,0.0554133918359159,,,
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.16866666666666666,0.04404770193223065,,,
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.06854593751304236,0.04797175757520196,,,
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.17290476190476187,0.07297815384365544,,,
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.045714285714285714,0.07058813874164235,,,
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.13980952380952383,0.03580302950728897,,,
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.0823809523809524,0.06553764068554886,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.0017142857142857042,0.05191599841903222,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.17685714285714282,0.05986167476464169,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.2042857142857143,0.07366710108804973,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.1305714285714286,0.0691472306091393,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.06309280235751387,0.05270702988426698,,,
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.21971428571428572,0.037679910875680955,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.04738095238095239,0.040180708316323616,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.059,0.05313459984610302,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.21314285714285713,0.06168007971554703,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.3814285714285715,0.0712393016114691,,,
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,-0.12480952380952381,0.026804957962154766,,,
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,continuous_burden,0.16328571428571428,0.0554133918359159,,,
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.3881014384920635,0.3469328703703704,0.041168568121693117
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6682208994708995,0.3776041666666667,0.2906167328042328
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5003568536258041,0.32624716553287986,0.1741096880929242
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6512839532976312,0.3670212765957447,0.28426267670188654
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5886766509324818,0.34892290249433106,0.23975374843815073
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.3958721532091097,0.3684006211180125,0.027471532091097206
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5835992907801418,0.38226950354609934,0.2013297872340425
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5296362433862433,0.42380952380952375,0.10582671957671952
