source_environment_id,left_target_environment_id,right_target_environment_id,metric,feature_ladder,feature_columns,n_labels,outer_protocol,target_feature_leakage,task,spearman,mae,auprc,positive_prevalence,auprc_lift
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6103100775193798,0.3829457364341085,0.22736434108527132
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.46534391534391534,0.39285714285714285,0.07248677248677249
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5381136950904393,0.36434108527131787,0.1737726098191214
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6281707317073171,0.3934959349593496,0.23467479674796748
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4256356147901337,0.34438775510204084,0.08124785968809284
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6783085317460318,0.4125,0.2658085317460318
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5730513340087807,0.3528368794326241,0.22021445457615663
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.47557269119769124,0.38257575757575757,0.09299693362193368
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4833608681567865,0.34665532879818595,0.13670553935860058
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.609437389770723,0.38783068783068775,0.2216067019400353
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.3742489252645503,0.3469328703703704,0.027316054894179875
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6231729497354497,0.3776041666666667,0.245568783068783
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.47313000370216113,0.32624716553287986,0.14688283816928127
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5767145510686544,0.3670212765957447,0.20969327447290975
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5181085427368227,0.34892290249433106,0.16918564024249166
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.42925810904071776,0.3684006211180125,0.06085748792270529
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5404550827423167,0.38226950354609934,0.15818557919621734
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.49673941798941795,0.42380952380952375,0.0729298941798942
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6274935400516796,0.3829457364341085,0.24454780361757106
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4279100529100529,0.39285714285714285,0.03505291005291006
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4394702842377261,0.36434108527131787,0.07512919896640824
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5752235772357724,0.3934959349593496,0.18172764227642285
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4663171016706002,0.34438775510204084,0.12192934656855936
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6223313492063491,0.4125,0.20983134920634916
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4620259202971968,0.3528368794326241,0.1091890408645727
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4113501082251082,0.38257575757575757,0.028774350649350633
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.46248906705539355,0.34665532879818595,0.11583373825720761
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5635643738977072,0.38783068783068775,0.17573368606701945
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.3742489252645503,0.3469328703703704,0.027316054894179875
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6231729497354497,0.3776041666666667,0.245568783068783
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.47313000370216113,0.32624716553287986,0.14688283816928127
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5767145510686544,0.3670212765957447,0.20969327447290975
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5181085427368227,0.34892290249433106,0.16918564024249166
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.42925810904071776,0.3684006211180125,0.06085748792270529
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5404550827423167,0.38226950354609934,0.15818557919621734
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.49673941798941795,0.42380952380952375,0.0729298941798942
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6274935400516796,0.3829457364341085,0.24454780361757106
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4279100529100529,0.39285714285714285,0.03505291005291006
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4394702842377261,0.36434108527131787,0.07512919896640824
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5752235772357724,0.3934959349593496,0.18172764227642285
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4663171016706002,0.34438775510204084,0.12192934656855936
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6223313492063491,0.4125,0.20983134920634916
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4620259202971968,0.3528368794326241,0.1091890408645727
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4113501082251082,0.38257575757575757,0.028774350649350633
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.46248906705539355,0.34665532879818595,0.11583373825720761
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5635643738977072,0.38783068783068775,0.17573368606701945
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.3742489252645503,0.3469328703703704,0.027316054894179875
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6231729497354497,0.3776041666666667,0.245568783068783
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.47313000370216113,0.32624716553287986,0.14688283816928127
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5767145510686544,0.3670212765957447,0.20969327447290975
frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,44,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5181085427368227,0.34892290249433106,0.16918564024249166
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,37,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.42925810904071776,0.3684006211180125,0.06085748792270529
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5404550827423167,0.38226950354609934,0.15818557919621734
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.49673941798941795,0.42380952380952375,0.0729298941798942
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6274935400516796,0.3829457364341085,0.24454780361757106
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4279100529100529,0.39285714285714285,0.03505291005291006
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4394702842377261,0.36434108527131787,0.07512919896640824
frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_concentration;prediction_manifold_distance,28,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5752235772357724,0.3934959349593496,0.18172764227642285
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4663171016706002,0.34438775510204084,0.12192934656855936
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.6223313492063491,0.4125,0.20983134920634916
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4620259202971968,0.3528368794326241,0.1091890408645727
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.4113501082251082,0.38257575757575757,0.028774350649350633
frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,43,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.46248906705539355,0.34665532879818595,0.11583373825720761
frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,U+G+S+N,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,31,10 repeats × 5 label-disjoint folds; nested ridge alpha selection,False,high_burden_top_tercile,,,0.5635643738977072,0.38783068783068775,0.17573368606701945
