baseline,source_environment_id,scope,n_pairs,mean_transfer_gain,median_transfer_gain,mean_excess_aurc_gain,mean_risk_at_80_gain,target_environment_id
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.01521034809816542,0.02372848974588998,0.01521034809816542,0.011560247108571231,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,-0.009571930350941393,0.006674329692671455,-0.009571930350941393,0.004421718920661987,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,source_row,7,0.0005187032593391547,0.004619472313312611,0.0005187032593391547,0.002983866146996631,all
raw_scalar_uq,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,source_row,7,0.001460462327826817,0.0006415206872518731,0.001460462327826817,-0.007648006980038567,all
raw_scalar_uq,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,source_row,7,-0.021222028214262816,-0.0251224363328596,-0.021222028214262816,0.007054594922906919,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.008997199730380014,0.021429138448586627,0.008997199730380014,0.012175190977245422,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.008039578602933441,0.0014974609026842112,0.008039578602933441,0.006344726073798308,all
raw_scalar_uq,env__v~xucao2023__v~hek293__v~rna__v~baseline,source_row,7,-0.006111342348860008,-0.016459882311304352,-0.006111342348860008,0.0021899446657164335,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.012214281197959167,0.016140742644805917,0.012214281197959167,0.011338647111802531,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,-0.016673978056468395,-0.011561535661420486,-0.016673978056468395,0.002961789495261269,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,source_row,7,-0.005544151477796474,-0.012015685695422107,-0.005544151477796474,0.0026994387453344987,all
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,source_row,7,0.00048092967551971455,0.0011479809608715419,0.00048092967551971455,-0.004074546695695799,all
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,source_row,7,-0.028923149005865567,-0.021964133793122564,-0.028923149005865567,0.006414061781280551,all
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.008073829144651403,0.005212063312221349,0.008073829144651403,0.01307635203546152,all
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.005978889342335457,0.014465258769942646,0.005978889342335457,0.007830717454282186,all
u_only_rf,env__v~xucao2023__v~hek293__v~rna__v~baseline,source_row,7,-0.008927559676305843,-0.011087980672965125,-0.008927559676305843,0.0012687323321164084,all
raw_scalar_uq,all,target_column,7,-0.0018462878592053597,0.0006415206872518731,-0.0018462878592053597,-0.003915858286394022,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture
raw_scalar_uq,all,target_column,7,-0.0070603226841115295,0.0014974609026842112,-0.0070603226841115295,-0.0037633876155147732,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control
raw_scalar_uq,all,target_column,7,0.01968111901507203,0.0247158225777242,0.01968111901507203,0.00043648280382857507,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3
raw_scalar_uq,all,target_column,7,-0.012763391766879588,-0.0006176400869037924,-0.012763391766879588,0.044367482042721465,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,-0.03819186250266625,-0.03726184190161341,-0.03819186250266625,-0.002957232310339302,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,0.02859198127888534,0.040319048505256805,0.02859198127888534,0.006033562322642421,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,0.002258977608885953,0.004676508706477289,0.002258977608885953,0.004920428534787501,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline
raw_scalar_uq,all,target_column,7,0.006650778014600027,0.021115755687561855,0.006650778014600027,-0.006039195655873504,env__v~xucao2023__v~hek293__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.011515719518312746,-0.009027910971855513,-0.011515719518312746,6.825211497168178e-05,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture
u_only_rf,all,target_column,7,0.01201211129402632,0.02056989488082206,0.01201211129402632,0.00888902878627505,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control
u_only_rf,all,target_column,7,0.031479202214470266,0.036513905777122435,0.031479202214470266,0.004860385039448301,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3
u_only_rf,all,target_column,7,-0.036548563161281036,-0.024402811481305242,-0.036548563161281036,0.021786170476306894,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.014925916921998168,-0.013995896320945334,-0.014925916921998168,0.003959410105030077,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline
u_only_rf,all,target_column,7,0.004413675418434452,0.016140742644805917,0.004413675418434452,0.0021583453391145362,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.013958097527479325,-0.011540566429887988,-0.013958097527479325,-0.003048600704614847,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline
u_only_rf,all,target_column,7,-0.0042776006538303,0.010187377019131527,-0.0042776006538303,0.002842201103311475,env__v~xucao2023__v~hek293__v~rna__v~baseline
raw_scalar_uq,off_diagonal,off_diagonal,56,-0.0003348761119274215,0.0025457416204563432,-0.0003348761119274215,0.004885285229482296,off_diagonal
u_only_rf,off_diagonal,off_diagonal,56,-0.004165113606996318,-0.0058328388328723335,-0.004165113606996318,0.005189399032480396,off_diagonal
