metric,ordering_cross_disagreement_macro,ordering_cross_disagreement_macro_ci_low,ordering_cross_disagreement_macro_ci_high,ordering_measurement_floor_macro,ordering_measurement_floor_macro_ci_low,ordering_measurement_floor_macro_ci_high,ordering_joint_floor_macro,ordering_joint_floor_macro_ci_low,ordering_joint_floor_macro_ci_high,ordering_delta_meas_id_macro,ordering_delta_meas_id_macro_ci_low,ordering_delta_meas_id_macro_ci_high,ordering_delta_joint_id_macro,ordering_delta_joint_id_macro_ci_low,ordering_delta_joint_id_macro_ci_high,rank_displacement_cross_macro,rank_displacement_cross_macro_ci_low,rank_displacement_cross_macro_ci_high,rank_displacement_measurement_floor_max_macro,rank_displacement_measurement_floor_max_macro_ci_low,rank_displacement_measurement_floor_max_macro_ci_high,rank_displacement_joint_floor_max_macro,rank_displacement_joint_floor_max_macro_ci_low,rank_displacement_joint_floor_max_macro_ci_high,rank_displacement_delta_meas_max_macro,rank_displacement_delta_meas_max_macro_ci_low,rank_displacement_delta_meas_max_macro_ci_high,rank_displacement_delta_joint_max_macro,rank_displacement_delta_joint_max_macro_ci_low,rank_displacement_delta_joint_max_macro_ci_high,n_rows_aggregated,bootstrap_draws,ci_method
absolute_effect_rank_agreement,0.2867360672879438,0.27628989561167006,0.29708215726127274,0.22259306460035572,0.21392832525193606,0.23127659900006567,0.30422147934549765,0.2936595486617622,0.3146865217252392,0.06414300268758803,0.054301810416077276,0.07370311257962076,-0.017485412057553853,-0.030227148511701964,-0.005130991083173563,0.20092231486992984,0.1933716503209394,0.20832261612467254,0.16556675128202358,0.1584502005360868,0.17307065227039864,0.2190598152537004,0.21130536944122927,0.2271973465462122,0.03535556358790627,0.026957970768991736,0.0435670151924783,-0.018137500383770565,-0.027580973686119302,-0.008396476445752657,9,2000,synchronized within-draw macro of row bootstrap draws
delta_cosine,0.3422914708413945,0.33024631562447454,0.3547694212744893,0.22447366700449534,0.21545419111871753,0.23401700447324222,0.27206130278578483,0.26234805586129506,0.28200105853798774,0.1178178038368992,0.10633506025534094,0.12897344828186433,0.0702301680556097,0.05807996792209562,0.08265833760251001,0.23587688963660122,0.22705296250375462,0.2448524142022082,0.1677299635595185,0.15993730362191683,0.17634146503489692,0.19969740072168946,0.19148012909224568,0.20849746171670028,0.06814692607708274,0.058184028013078384,0.07768082013238971,0.03617948891491179,0.026043137516609787,0.04586332436018249,9,2000,synchronized within-draw macro of row bootstrap draws
systema_centroid_accuracy,0.11193621401730049,0.10481179112223658,0.11918601739188031,0.07579551764121693,0.07192362949232928,0.0800793845869656,0.07892060395859642,0.07495499490403726,0.08329423332936342,0.036140696376083546,0.030094263848851794,0.042344524521931215,0.03301561005870407,0.027049444848700654,0.03922659344470874,0.0770410517609952,0.0724509878043727,0.08183380020205137,0.05665918487961461,0.053539395207801856,0.06001625271143356,0.05857756459572667,0.05538246398226535,0.062090979108662986,0.02038186688138059,0.01627332100401168,0.02451681789893491,0.018463487165268532,0.014388964720111069,0.022649569322905894,9,2000,synchronized within-draw macro of row bootstrap draws
