n,mean_fidelity,median_fidelity,mean_spearman,mean_rmse,mean_true_norm,mean_pred_norm,mean_top_deg_overlap_at_50,aggregation_level,environment_id,environment_key,dataset_id,predictor,seed,split_id,split_seed,uncertainty_source,linear_embedding_source,linear_reference_release,slim_embedding_path,training_gene_space_policy,training_gene_count,evaluation_gene_space,evaluation_gene_count,uq_mean_gene_variance,uq_median_gene_variance,uq_top_effect_variance,uq_cosine_disagreement,uq_effect_norm_variance
50.0,0.21485190827499587,0.2237007142968535,0.16853123300523148,0.034912871738409165,2.772001266479492,0.6967263221740723,0.0834551773126814,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,4.928713747356168e-06,1.9361367321080173e-06,6.847510018618783e-05,0.025530928544544532,0.002124630835911249
50.0,0.0889748084944229,0.06788237821462573,0.05984162116428335,0.04542897330999219,2.772001266479492,2.621596336364746,0.06513193916512793,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0013500548032019208,0.0004764199045411732,0.020073797382364762,0.27328268240588566,1.0751507262729065
50.0,0.1579557393564996,0.12870727285413702,0.11314194246578277,0.035665684547477976,2.772001266479492,0.8446015119552612,0.0629328391620345,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,8.234472305653535e-05,3.178489762118055e-05,0.0008558524143154126,0.17320884855047253,0.06406051506404879
50.0,0.3184304368185503,0.37641475931234747,0.2358153951705113,0.04225629602958003,3.474837303161621,1.0076411962509155,0.11376173161903766,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,5.545235261835846e-06,2.5766608776579478e-06,2.9969996235565116e-05,0.013987965886921305,0.002510103069464038
50.0,0.1474238087039485,0.1239525011963987,0.10607001182030398,0.05127660018761152,3.474837303161621,2.704403877258301,0.07059197243567507,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0011516399038832025,0.0004613997597461454,0.008911329867008084,0.22885532949183132,0.6830241772295955
50.0,0.2702679652888602,0.2995524183951913,0.1941463396909184,0.042900434935577304,3.474837303161621,1.1826037168502808,0.10149759943902642,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.00010617810452637882,4.379510980373445e-05,0.0006471384735362071,0.12605216316050716,0.085409230347081
50.0,0.29952804527633065,0.3345523609597346,0.21459205789449964,0.035887126194978414,3.015322685241699,0.9757752418518066,0.10483771785537567,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,5.487332315208701e-06,2.2220661133323313e-06,2.048722660232668e-05,0.015401942211234698,0.00018185294598460384
50.0,0.18056003916809135,0.15079426486906686,0.12098898196694323,0.04334699482800433,3.015322685241699,2.3447844982147217,0.06970951661157708,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,0.0010214688879457523,0.0003706639576921756,0.009960463360244138,0.2381035207416545,0.46571590601337687
50.0,0.24889166642392144,0.26567613287347147,0.16658279763737652,0.03659147296274415,3.015322685241699,1.119274377822876,0.08466647376017208,environment_predictor_ensemble_mean,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,8.816440332218325e-05,3.2937657076779644e-05,0.0008405341996491128,0.11597507386747581,0.060946326909996566
48.0,0.7437201143367856,0.8111390704497787,0.6054296232959948,0.03727394541219832,4.605713367462158,4.058355808258057,0.35363807156092086,environment_predictor_ensemble_mean,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260917,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,8229,0.0002781395072280162,3.5818551546269344e-05,0.007300450955836279,0.023863768479385723,1.1217774439822907
