baseline,source_environment_id,target_environment_id,split_seed_count,transfer_gain_mean,transfer_gain_std,transfer_gain_median,negative_transfer_rate
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,env__v~xucao2023__v~hek293__v~rna__v~baseline,5,0.02292257430315624,0.03022560643650011,0.0101873770191315,0.2
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,5,0.00683305454738376,0.033331679095957883,0.0135117334896747,0.4
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,5,-0.017330975168452924,0.04661097675930045,0.0049619133114434,0.4
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,5,-0.010203778940744979,0.055465721080833016,0.0103940062390763,0.2
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,5,0.01633786818731358,0.040207829926842645,0.0203154593763272,0.4
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,0.0118706945608016,0.014227772418059165,0.0135096051493304,0.2
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,-0.00866415756476678,0.028560788379198905,0.0019539877721519,0.2
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,env__v~xucao2023__v~hek293__v~rna__v~baseline,5,-0.01416995633243964,0.0500721502697163,-0.0015697168838972,0.6
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,5,0.00540609746982136,0.02104839445360262,0.0116990452853789,0.4
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,5,-0.0004613354192711399,0.01927304712281913,-0.0081397375668613,0.6
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,5,0.00823422749263234,0.02386011371657867,0.0164943659729376,0.4
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,5,-0.02062834024498592,0.03824999852341774,-0.0086520106800996,0.8
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,0.013663498141765878,0.02287854423451042,0.0230849543139338,0.2
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,-0.01144774224857948,0.02999876435616241,0.0082461065101138,0.4
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,env__v~xucao2023__v~hek293__v~rna__v~baseline,5,-0.006556469551749819,0.029942362087414357,0.0007137036263163,0.4
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,5,0.0015915472331137798,0.025690717470394753,-0.0003187072272473,0.6
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,5,-0.0062188690933837,0.01777322287193695,-0.0082856259462583,0.8
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,5,0.01414795465231954,0.021080433138551256,0.0152578004525348,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,5,-0.01740449616527376,0.05504146048564915,0.0022958089037528,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,5,0.022998968090357043,0.032129760267299065,0.0275330550948345,0.4
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,0.0034197150642117603,0.007897954393201638,0.0052120633122213,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~xucao2023__v~hek293__v~rna__v~baseline,5,0.02279999475510442,0.027675955450315995,0.0165925090151702,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,5,0.021834611082193,0.02615390633626141,0.0146860581957171,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,5,0.011023296642357381,0.01817823167411193,0.0155984386218734,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,5,0.03099092999126516,0.007540363213786708,0.0324160838055298,0.0
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,5,-0.00732278270655228,0.022546748104880946,0.0023504411304595,0.4
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,5,0.02383814885200914,0.03373177160693384,0.0180891425882473,0.2
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,5,0.02516071989242208,0.01996521071433159,0.0231744979169191,0.0
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,env__v~xucao2023__v~hek293__v~rna__v~baseline,5,0.02308731459736308,0.027851730662358243,0.0144652587699426,0.0
u_only_rf,env__v~xucao2023__v~hek293__v~rna__v~baseline,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,5,-0.0005692446530853005,0.019731001877954773,0.0087475939964463,0.4
