dataset,evidence_tier,source_environment_id,target_environment_id,left_target_environment_id,right_target_environment_id,predictor,predictor_regime,metric,estimand,observed_value,observed_value_ci_low,observed_value_ci_high,observed_D,observed_D_ci_low,observed_D_ci_high,measurement_identifiable,measurement_identifiable_ci_low,measurement_identifiable_ci_high,joint_identifiable,joint_identifiable_ci_low,joint_identifiable_ci_high,stable_fraction_both,status,availability,provenance
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_coculture,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3651433705213474,0.3307198920117285,0.4027126689551597,0.1426655134806551,0.1067318350854608,0.179900593577916,0.111717558821426,0.07396347350354,0.1495887863834656,0.74565543874705,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_coculture,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.0938483739183294,0.081025173424873,0.1092583404848744,0.0225911151040549,0.0138111903740256,0.0322538975899306,0.0179735437674318,0.00899932060359,0.0275783540728026,0.9308445970106558,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3459032959172444,0.3128613220351418,0.3804001137155644,0.0860169839697736,0.0548026484721763,0.1229265250724478,0.0265385486592568,-0.0126928120758593,0.0682637284032133,0.7031290121418877,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.374313909981292,0.3386169803015297,0.4119295880561974,0.1313577454972305,0.091263618355893,0.1727596199699203,0.1028366806059939,0.0628702633799199,0.1450435145445875,0.7259821723341037,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.1239194912145555,0.1015546476651626,0.1490684952863064,0.0452794926818531,0.0265654231319467,0.0674344759913429,0.0421326758005942,0.0232461208319577,0.0650847364366677,0.9233337001577344,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3282960992907801,0.2928327877795963,0.366126568466994,0.073299618112384,0.0356382978723404,0.1118589743589743,0.0128322149481723,-0.0278261956719403,0.0513761593016911,0.7133296963084197,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3241747863247863,0.2882692307692307,0.3640739225313693,0.0933313329696308,0.0567480450991089,0.1343889798145117,0.0602742862338607,0.0220540098199672,0.100967221312966,0.7419530823786143,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_control,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.1101963629750863,0.0895140025459174,0.1350172758683397,0.0351813602473176,0.0171099290780141,0.057823240589198,0.0313695080923804,0.0131282960538279,0.0540941534824513,0.9290780141843972,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_coculture,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.2389617660730887,0.2086640921118501,0.2702241114210112,0.0615886791103482,0.0373650146606593,0.0873100371880139,-0.0183904383894729,-0.0520370718014732,0.0167893602946434,0.8026889794750769,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_coculture,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3433214081384537,0.307743331187871,0.3795372058928699,0.1324787062862046,0.0954355288564686,0.1703720589286991,0.1002102284917399,0.0639336605163412,0.1389683007938211,0.7615318601158549,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_coculture,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.0961434599156118,0.0833489773296145,0.1113242419366373,0.0249938407351784,0.0160811342344275,0.0345153489952084,0.0219000706214689,0.0131675516698848,0.0315682435814917,0.928520346134592,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.2518598914199773,0.2264026448039323,0.2806967829500018,0.0592878746194196,0.0336543046843476,0.0868099115953193,-0.0129994451780932,-0.0457175543817175,0.0206107167748798,0.7949451597520267,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3765748321778365,0.3391470415612047,0.4138522064487729,0.131478164777521,0.0965477238545908,0.1694939657386009,0.1033980182311727,0.0690913759583287,0.1427520083635963,0.7188290965115,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_coculture,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.1292464601445288,0.1064244708558013,0.1559384285242654,0.0484046256556986,0.0277044128975459,0.0720903947030556,0.0461284252228458,0.0258510326106892,0.0697365283738674,0.9202523751879976,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.2494909074377159,0.2212174940898345,0.280942444080742,0.0556384433533369,0.0317853246044735,0.0823436079287142,-0.0200217130387343,-0.0513218312420439,0.01157778687034,0.7953082378614293,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.3186633933442444,0.2867425895617385,0.3538284233496999,0.0995269958174213,0.0699163484269867,0.1320085470085469,0.066340943807965,0.0372424531733042,0.0974015730132751,0.7602473176941262,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
FrangiehIzar2021_RNA,1,frangieh_melanoma_ifng,,frangieh_melanoma_control,frangieh_melanoma_ifng,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.1127473540643753,0.0917614566284779,0.1381523913438807,0.0372557101291143,0.0194485360974722,0.0582389979996362,0.0348971767594108,0.0169644480814693,0.0565571012911438,0.92675031823968,available,canonical_fullsize_claim_lock,artifacts/manifests/formal_v2_claim_lock_measurement_fullsize_summary.csv
NadigOConner2024,1,nadig_hepg2,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.4778705992444778,0.4646888931807573,0.4901701218124254,0.141977271107371,0.1253143860750326,0.1601896191579814,0.0828316716329716,0.0616620826062064,0.1066050304531063,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
NadigOConner2024,1,nadig_hepg2,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.4656016665861941,0.44564531212997,0.4825075931584549,0.1767427487348567,0.1569090384451787,0.1957933873419002,0.1522037409382177,0.1312321724595395,0.1725223311283858,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
NadigOConner2024,1,nadig_hepg2,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.4994588314008429,0.4760643383663155,0.5205937436053075,0.1385779985790849,0.1107431035037741,0.1613948448144647,0.1106092938305156,0.0797446520252637,0.140972800858067,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
NadigOConner2024,1,nadig_jurkat,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,absolute_effect_rank_agreement,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.4173201894093546,0.4031854305625489,0.4317303233156523,0.116253833826515,0.0984938559219738,0.1335948345829568,0.0455823293235018,0.0272309573242651,0.0645655575252166,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
NadigOConner2024,1,nadig_jurkat,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,delta_cosine,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.4623728879983261,0.4446902554658095,0.4790122829828179,0.1745496491397486,0.1556145342594572,0.1941744322662674,0.1441019532983392,0.1239634735164888,0.1643720699375302,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
NadigOConner2024,1,nadig_jurkat,,nadig_hepg2,nadig_jurkat,source_frozen_ensemble,strict_source_only_frozen_prediction,systema_centroid_accuracy,pairwise_order_disagreement_with_U_corrected_identifiable_component,,,,0.5020798759458397,0.4716969042215892,0.533061083252286,0.1381028871821047,0.1086929363508234,0.167597880468396,0.1040591781799871,0.0664551129949348,0.144736892173701,,available,canonical_nadig_replication,artifacts/manifests/formal_v2_claim_lock_replication_nadig_fullsize.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.00259136006832724,-0.0054365093274204,0.010005570605769358,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.01001649349031104,-0.00838471604063554,0.029389620025309718,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.01397516714910646,-0.0030391474069504,0.0362795186302181,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.02603198017445324,0.012168264944085681,0.047089442213811256,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.0025041519790384194,-0.02277247733855496,0.022182258433306238,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,-0.010302191519337572,-0.0660423116435114,0.029075401867149915,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,-0.01035829784448814,-0.03638905136935556,0.019600995902564998,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.0298094375025146,-0.00766044242823858,0.07192002988854782,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.02061629312746104,0.00627948618919366,0.03791007300943828,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.0100036815425399,-0.00640631757394434,0.028357425221454218,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.019305097504889922,0.00658167456167716,0.02810198389895706,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,-0.0036976104670594203,-0.01450413558098782,0.0080072459359464,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~xucao2023__v~hek293__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.01275114028237626,0.0031958423039003202,0.027249788778596618,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,env__v~xucao2023__v~hek293__v~rna__v~baseline,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.02211218634366376,-0.00433687548834784,0.05985710081403295,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.00261960731047282,-0.01393941501119244,0.020621267577410597,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.021860073980724436,0.0008696320589741599,0.052294531206667334,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.017485738936044402,0.00230635412085576,0.03795707747561963,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,,,u_only_rf,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,0.02954255196139114,0.020192856803662958,0.04838294626570187,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
multi_dataset_transfer_surface,2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,,,raw_scalar_uq,descriptive_observed_transfer_matrix,excess_aurc_gain,descriptive_transfer_gain_not_claim_lock,-0.007246816127790161,-0.0501217619147244,0.019605116637691378,,,,,,,,,,,available,tier2_broad_observed_transfer_surface,artifacts/manifests/formal_v2_environment_transfer_matrix_all_splits.csv
