n,mean_fidelity,median_fidelity,mean_spearman,mean_rmse,mean_true_norm,mean_pred_norm,mean_top_deg_overlap_at_50,aggregation_level,environment_id,environment_key,dataset_id,predictor,seed,split_id,uncertainty_source,linear_embedding_source,linear_reference_release,slim_embedding_path,training_gene_space_policy,training_gene_count,evaluation_gene_space,evaluation_gene_count,uq_mean_gene_variance,uq_median_gene_variance,uq_top_effect_variance,uq_cosine_disagreement,uq_effect_norm_variance
50.0,0.13229285223839152,0.11721249273494383,0.07944681274275657,0.05641407978923974,2.653310537338257,3.644484519958496,0.05150677952005068,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,6897,,,,,
50.0,0.15223191821302043,0.1165403233822426,0.09392695716379378,0.04933189093851281,2.653310537338257,2.918379545211792,0.060775008733182624,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,6897,,,,,
50.0,0.27103803973019697,0.2722847258010584,0.17794925697540978,0.035258358536511054,2.653310537338257,1.1879860162734985,0.07969912472333636,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,6897,,,,,
50.0,0.24981671654895046,0.24473355424362603,0.16264391256708094,0.03570593787271343,2.653310537338257,1.2766014337539673,0.07559098290112713,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,6897,,,,,
50.0,0.3085294704965766,0.33549649624358363,0.20343359328854502,0.0342957525187359,2.653310537338257,1.1430413722991943,0.09172159470536304,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,6897,,,,,
48.0,0.7068626098152048,0.8162979930696066,0.5997704345194947,0.04428434235620869,4.574946880340576,3.934011459350586,0.3697272010620953,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,mean_matching,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.6316634833291782,0.8182587783766871,0.5404671320326359,0.04666802183598169,4.574946880340576,4.377064228057861,0.3483066823702659,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,mean_matching,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.6950280075956775,0.8050688434114914,0.5907804821612183,0.047158485373309106,4.574946880340576,4.209330081939697,0.3302711584286753,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,mean_matching,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5351977753108189,0.6642496730446616,0.4479875349988392,0.06520369219232523,4.574946880340576,5.1601104736328125,0.2549560253364098,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,slim_string,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5698443270900652,0.7505212756253046,0.4836884089472959,0.06806077384202155,4.574946880340576,5.6809773445129395,0.2823472284362256,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5517283347695913,0.6414524480055761,0.4789911541274056,0.05909408045647195,4.574946880340576,4.79268217086792,0.23728503791955227,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5311532303232529,0.7215146541102457,0.4459063424625322,0.055847432123144594,4.574946880340576,4.415065765380859,0.2601937167085514,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5448349507198387,0.7404239093268071,0.46291739060808107,0.05254582334464088,4.574946880340576,4.112995624542236,0.2662564476994403,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
48.0,0.5342785538424576,0.735198422047578,0.46406385942480766,0.05266152988949242,4.574946880340576,4.383520126342773,0.2566430516835208,environment_predictor_seed,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,6897,,,,,
93.0,0.21823492758250534,0.18017926535691065,0.185948985450677,0.09723228400343857,7.8503570556640625,2.545179605484009,0.0587036972053634,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,mean_matching,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.21771111118280745,0.17897618435617602,0.18526129419760062,0.09772818488238641,7.8503570556640625,2.8843305110931396,0.055913726849485194,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,mean_matching,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.21991781034826682,0.19273643065001442,0.18619224876011387,0.09708794701820629,7.8503570556640625,2.483165979385376,0.05548463080972598,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,mean_matching,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.19479584926924257,0.110031671214049,0.16165246726351815,0.10263714202483706,7.8503570556640625,4.201849937438965,0.0849477042442231,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,slim_string,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.22698569962974893,0.1516906348532405,0.19082072972694114,0.10036366027447059,7.8503570556640625,3.953735589981079,0.08983008892292935,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.1945765295645121,0.10945638944209696,0.16271164493576865,0.1043174625777057,7.8503570556640625,4.487569332122803,0.08662522162542018,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.22618392179927715,0.16218663232265113,0.18699764059195545,0.09626602455500631,7.8503570556640625,2.609091281890869,0.07515680381710127,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.23632969098501175,0.1939561073600412,0.20010561523009437,0.09595453977468467,7.8503570556640625,2.6069915294647217,0.0712954725941152,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
93.0,0.23067199694872462,0.17187938143437959,0.19273617162693282,0.09640993414764758,7.8503570556640625,2.8286056518554688,0.07852060266473736,environment_predictor_seed,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Fgene%5Fscreen,replogle_k562_essential,ReplogleWeissman2022_K562_essential,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8563,ptl_context_v2_intersection,6897,,,,,
33.0,0.10960623503961166,0.10199103562561516,0.12465292127775834,0.10544461657356699,7.809162616729736,1.1263247728347778,0.07578176597403008,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,mean_matching,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.15714483359393847,0.11158861913041461,0.12205077640803116,0.10437363542714943,7.809162616729736,1.3367358446121216,0.10740128254051977,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,mean_matching,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.09910113984026978,0.0906312486473464,0.11682333289709225,0.10561833942242291,7.809162616729736,1.1342512369155884,0.06646799188576122,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,mean_matching,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.028444591894075402,0.021429398499415157,0.02027638494732877,0.15879906043067638,7.809162616729736,9.127525329589844,0.0701464200516993,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,slim_string,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.06112225809098565,0.03569352122729331,0.04338472557923784,0.15778993788510212,7.809162616729736,9.520316123962402,0.06919333262339232,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.06897355699917178,0.05473638395360314,0.053891187237223075,0.1577847994102683,7.809162616729736,9.58161735534668,0.0450034431946411,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.13454456423825997,0.045256101192648064,0.09896476648299508,0.10709420854434824,7.809162616729736,2.597560405731201,0.08560420421882886,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.14321176248198503,0.03408319527964691,0.09951010652909528,0.11009815688078313,7.809162616729736,3.583256721496582,0.10199831305546056,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
33.0,0.1485524817888572,0.05323679473154017,0.10443240406541657,0.10842693642347234,7.809162616729736,3.376863956451416,0.08201236978640533,environment_predictor_seed,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,6897,,,,,
20.0,0.47846199385594357,0.5084624040320962,0.45625530784616847,0.03979274013614084,3.508028507232666,2.357426404953003,0.11048171792561057,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,mean_matching,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.5055075294864521,0.5450444783038313,0.47504827954941425,0.03868570953283823,3.508028507232666,2.0762057304382324,0.10308052025960149,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,mean_matching,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.4760370028236548,0.5075143002649438,0.4556663207789994,0.03978434769001898,3.508028507232666,2.3308708667755127,0.11010205219070471,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,mean_matching,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.3045497692614584,0.28215785325678494,0.2949668226781622,0.05243714157929375,3.508028507232666,3.4288744926452637,0.055051021949873616,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,slim_string,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.36891243951198405,0.38971655062901195,0.34543705686218584,0.045564403773945834,3.508028507232666,2.714294910430908,0.05515641246848692,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.3462742987572316,0.3457323512310624,0.33122558672829194,0.04800333668711929,3.508028507232666,2.9491982460021973,0.05735106242664177,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.489382926544432,0.5286930299338956,0.46018467126564655,0.04104676738436432,3.508028507232666,2.29720401763916,0.10774887934534993,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.4495513961211299,0.4430277948746824,0.423881937461217,0.042182569319624136,3.508028507232666,2.295764207839966,0.07356418084694644,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
20.0,0.48656494033842873,0.523509806385277,0.45641633998726555,0.04149599800439178,3.508028507232666,2.3499131202697754,0.09605066358665988,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.49731673201727505,0.5092193559390883,0.4729821205736479,0.030637957377873025,2.8736841678619385,1.469164252281189,0.08335173695708621,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,mean_matching,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.49732021795664205,0.5067771060950155,0.47283448176592724,0.030634492225713447,2.8736841678619385,1.4660770893096924,0.07890528876233584,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,mean_matching,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.4971672126956715,0.5107534122582742,0.47325332925209007,0.030636819064962382,2.8736841678619385,1.4634660482406616,0.0772927247441568,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,mean_matching,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.3407907317666925,0.35776759945288444,0.3253115961592758,0.03825137610879169,2.8736841678619385,2.284905433654785,0.04948978049675325,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,slim_string,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.33734094398509684,0.3201055485869162,0.32173080984014557,0.038277269237368426,2.8736841678619385,2.2958407402038574,0.04332937149284943,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,slim_string,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.34714019897127146,0.33414838073621267,0.3314275018708175,0.03645949534116646,2.8736841678619385,2.1261239051818848,0.041494078344809025,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,slim_string,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.4731477905317006,0.48888604740539987,0.4491277261262054,0.03123510019987936,2.8736841678619385,1.5455293655395508,0.07423546421859507,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,strong_linear,0,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.47018039663942285,0.4904138278521484,0.4461157116485392,0.03132625114835917,2.8736841678619385,1.5717012882232666,0.06736407038695812,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,strong_linear,1,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
38.0,0.4792646052234431,0.49332090377298793,0.4547726999502604,0.031048300648602593,2.8736841678619385,1.5285427570343018,0.06918828674117684,environment_predictor_seed,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,strong_linear,2,ptl_biological_instance_split_v1,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,6897,,,,,
