aggregation_level,scenario,heldout_environment_id,heldout_predictor,environment_id,environment_key,predictor,information_set,method,n,aurc,optimal_aurc,excess_aurc,brier,mean_continuous_risk,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,log_loss,auroc,auprc
environment_predictor_test,leave_predictor_out,,slim_string,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,slim_string,U,u_only_rf,20.0,0.5817433059532272,0.5019118722424825,0.07983143371074475,0.3175984367573809,0.6154471617185702,0.6103134015897905,0.6147777803398584,0.19999999999999996,0.125,0.8357389488973734,0.18055555555555555,0.835568609523718
environment_predictor_test,leave_predictor_out,,mean_matching,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,mean_matching,U,u_only_rf,38.0,0.5054552172286039,0.4617328981043422,0.043722319124261666,0.0003863374169087203,0.4999293473009634,0.49915610201122607,0.5052995260493006,0.0,0.0,0.019851205696228995,,
environment_predictor_test,leave_predictor_out,,strong_linear,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,strong_linear,U,u_only_rf,38.0,0.507509923452756,0.4737235613134159,0.03378636213934011,0.32578016310426666,0.510458638748987,0.4906543073460967,0.5133218351192508,0.0,0.0,0.8507223937007025,,
environment_predictor_test,leave_predictor_out,,slim_string,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,slim_string,U,u_only_rf,38.0,0.5921195201539702,0.5376143623043681,0.05450515784960208,0.407018921820738,0.6034630091220339,0.6113857954083846,0.6079991497471642,0.052631578947368474,0.032258064516129004,1.021397630877951,0.6111111111111112,0.9639382632840625
environment_predictor_test,leave_predictor_out,,mean_matching,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,U+P,u_p_rf,50.0,0.7397026551461781,0.6787211852723664,0.0609814698738117,0.17406800438615114,0.7550347183999443,0.7524479188775937,0.754750249792928,0.16000000000000003,0.19999999999999996,0.5696132779539826,0.5,0.8
environment_predictor_test,leave_predictor_out,,strong_linear,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,strong_linear,U+P,u_p_rf,50.0,0.8041683729640831,0.7635040250906219,0.04066434787346118,0.17277327987841448,0.8420348245147903,0.7851091365087679,0.8240932461406711,0.52,0.675,0.5143449159872532,0.7559523809523809,0.49367163974316797
environment_predictor_test,leave_predictor_out,,slim_string,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,slim_string,U+P,u_p_rf,50.0,0.9347645345048661,0.8647232642119446,0.07004127029292151,0.09842464053032388,0.9500725360299139,0.9355155284349861,0.944186156867698,0.92,0.95,0.35953861094614703,0.84375,0.16233766233766234
environment_predictor_test,leave_predictor_out,,mean_matching,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,mean_matching,U+P,u_p_rf,50.0,0.7456517950796271,0.6026487313721755,0.14300306370745164,0.21668273734526472,0.7171454210472811,0.7334673359555294,0.7243946453737513,0.28,0.275,0.7396509467340004,0.5,0.76
environment_predictor_test,leave_predictor_out,,strong_linear,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,strong_linear,U+P,u_p_rf,50.0,0.727715937837789,0.6720626208819184,0.05565331695587061,0.19828862215943563,0.777104416378988,0.7266598211917119,0.764002460098756,0.31999999999999995,0.44999999999999996,0.5808993236676457,0.7536,0.7820501702516691
environment_predictor_test,leave_predictor_out,,slim_string,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,slim_string,U+P,u_p_rf,50.0,0.8352888227123704,0.7526906450990157,0.08259817761335464,0.17156348458121748,0.8724082301466838,0.8554921399585956,0.8794240344673604,0.6799999999999999,0.725,0.5288302705575475,0.6382536382536383,0.5230530872636135
environment_predictor_test,leave_predictor_out,,mean_matching,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,mean_matching,U+P,u_p_rf,50.0,0.5608431762150446,0.49741679541617256,0.06342638079887208,0.16023453752701505,0.6375559511946086,0.5546442620780124,0.6250904988531991,0.040000000000000036,0.17500000000000004,0.5423472461959107,0.5,0.82
environment_predictor_test,leave_predictor_out,,strong_linear,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,strong_linear,U+P,u_p_rf,50.0,0.6562053624353535,0.5717684312323943,0.08443693120295925,0.23415319647063565,0.6974066282979335,0.6481388739306805,0.6603036911640212,0.19999999999999996,0.19999999999999996,0.6629910139249726,0.6771428571428572,0.7451016071684412
environment_predictor_test,leave_predictor_out,,slim_string,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,slim_string,U+P,u_p_rf,50.0,0.7598065830877796,0.6714314665909243,0.08837511649685525,0.19147504039890406,0.8285468374378812,0.8143819280187131,0.8326755396626083,0.72,0.775,0.5745032513637314,0.5665280665280665,0.44986829562772973
environment_predictor_test,leave_predictor_out,,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,mean_matching,U+P,u_p_rf,48.0,0.1927770057238732,0.12084042900526777,0.07193657671860544,0.11040720109280033,0.2966633274257894,0.2157224688887899,0.2508885446069134,0.04166666666666663,0.07692307692307687,0.3747349438008969,0.7069767441860465,0.9563646847203943
environment_predictor_test,leave_predictor_out,,strong_linear,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,strong_linear,U+P,u_p_rf,48.0,0.5110993504459063,0.18967289876892068,0.3214264516769856,0.18374170603401718,0.447306349696184,0.4372397794580169,0.46904586751817096,0.16666666666666663,0.20512820512820518,0.5576014684694279,0.45868945868945876,0.7955650796650886
environment_predictor_test,leave_predictor_out,,slim_string,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,slim_string,U+P,u_p_rf,48.0,0.2603924238423519,0.17436390373908395,0.08602852010326795,0.14902865570755708,0.4019947912583226,0.3087671526150954,0.3911619668784775,0.125,0.15384615384615385,0.4656887160586111,0.6875,0.926425648300097
