split_seed,source_environment_id,source_environment_key,target_environment_id,target_environment_key,baseline,baseline_method,ptl_method,source_validation_rows,target_excluded_u_only_validation_rows,target_test_rows,target_excluded_u_only_threshold,source_ptl_threshold,target_excluded_u_only_model,source_ptl_model,baseline_aurc,ptl_aurc,baseline_excess_aurc,ptl_excess_aurc,transfer_gain,excess_aurc_gain,risk_at_80_gain,ftr_at_80_gain,same_source_target,same_cell_context,same_perturbation_modality,same_platform,same_condition,same_dataset_family,same_context_modality,prediction_geometry_distance,uq_distribution_distance
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,807,150,0.24647450673698645,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6572913249093413,0.6566363091981409,0.06952974452364435,0.06887472881244394,0.0006550157112004129,0.0006550157112004129,0.004364865812336416,0.008333333333333415,0,1,1,1,0,1,1,0.4801398391741923,0.17957615665766094
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,804,150,0.24987378925280998,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6924915939265874,0.6798587608561673,0.10302272246224187,0.09038988939182169,0.01263283307042018,0.01263283307042018,0.00014594959558922316,0.01666666666666672,0,1,1,1,0,1,1,0.4656300290679251,0.4197195200652363
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,810,144,0.21293087041310949,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.41664386008140575,0.4402917733101052,0.248217019813237,0.2718649330419365,-0.02364791322869947,-0.023647913228699496,0.042903941611128205,0.03448275862068961,0,0,0,0,0,0,0,64.95411521429332,1.0521399691406956
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,852,99,0.25450094271483115,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.9032257556257024,0.8799070133340954,0.15183450550699373,0.1285157632153867,0.02331874229160702,0.02331874229160702,0.010391773791220471,0.025000000000000022,0,0,0,0,0,0,0,1.1310890079916036,3.196289182263767
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,891,60,0.2268542680668289,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.5908243551461515,0.571991764821385,0.15837178249882639,0.1395391921740599,0.018832590324766474,0.018832590324766474,-0.008234275847824102,-0.04166666666666674,0,0,0,0,0,0,0,6.5352605489148,0.28794472413422134
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,843,114,0.21429810844149022,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.5157057864611729,0.5015034484786959,0.05263602926234057,0.03843369127986351,0.014202337982477053,0.014202337982477053,0.0004365062762962113,0.0,0,0,0,0,0,0,0,7.934902941874804,0.21292957514447908
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~xucao2023__v~hek293__v~rna__v~baseline,xu_he293,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,843,114,0.24193485524295075,0.1332005065305608,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6422476776211083,0.6310639567553152,0.06689759644586668,0.05571387558007357,0.011183720865793112,0.011183720865793112,0.005940590186987893,0.021739130434782594,0,0,0,0,0,0,0,5.208627512859879,0.6831045541649158
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,807,150,0.268365243507066,0.21137090072469286,shared_identity_free_random_forest,shared_identity_free_random_forest,0.8144059078922756,0.7915709948973002,0.11639097026711698,0.09355605727214156,0.02283491299497542,0.02283491299497542,0.001856010126157659,0.0,0,1,1,1,0,1,1,0.43586288075604207,0.10812524631881212
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,804,150,0.24987378925280998,0.21137090072469286,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6924915939265874,0.684773712653495,0.10302272246224187,0.09530484118914939,0.007717881273092475,0.007717881273092475,-0.00036008370470286266,0.0,0,1,1,1,0,1,1,0.2011386697627491,0.31202598989757707
20261007,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,810,144,0.21293087041310949,0.21137090072469286,shared_identity_free_random_forest,shared_identity_free_random_forest,0.41664386008140575,0.4226774646745346,0.248217019813237,0.2542506244063658,-0.0060336045931288496,-0.006033604593128822,0.057225035906238286,0.051724137931034475,0,0,0,0,0,0,0,64.60810506131061,1.0379921892733008
