source_environment_id,target_environment_id,left_target_environment_id,right_target_environment_id,metric,cell_budget_label,decision_budget_fraction,cell_budget,cell_budget_order,universe_mode,retention_point,regret_point,normalized_regret_point,boundary_inversion_point,measurement_floor_regret_point,excess_regret_point,joint_floor_regret_point,joint_excess_regret_point,retention_seed_q05,retention_seed_q95,regret_seed_q05,regret_seed_q95,normalized_regret_seed_q05,normalized_regret_seed_q95,boundary_inversion_seed_q05,boundary_inversion_seed_q95,measurement_floor_regret_seed_q05,measurement_floor_regret_seed_q95,excess_regret_seed_q05,excess_regret_seed_q95,seed_count,point_row_count,retention_ci_low,retention_ci_high,regret_ci_low,regret_ci_high,normalized_regret_ci_low,normalized_regret_ci_high,boundary_inversion_ci_low,boundary_inversion_ci_high,measurement_floor_regret_ci_low,measurement_floor_regret_ci_high,excess_regret_ci_low,excess_regret_ci_high,draw_count,valid_draw_count,status,bootstrap_unit,raw_bootstrap_sha256,point_estimator_source,point_estimator_definition,inferential_interval_source
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,10,0.05,10,1,matched_fixed,0.16666666666666663,0.01907653489154461,0.5330096648182272,0.20969089390142018,0.017981733689601494,0.0010948012019431274,0.021078347554136075,-0.002001812662591447,0.0416666666666666,0.3333333333333333,0.0161632436051372,0.0233822727943025,0.4463364550104423,0.6104395905826653,0.1594611528822055,0.2644110275689223,0.0092006485629962,0.0246183463158948,-0.0038677552068279,0.0128814069383791,30,30,0.1027777777777777,0.225,0.01633504488544419,0.02127697398085604,0.46571843036221694,0.6014275056486371,0.1747911445279866,0.25456296992481203,0.01451100424586729,0.020221754645143992,-0.0015035380096455149,0.004270105498969909,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,10,0.1,10,1,matched_fixed,0.26666666666666666,0.01535232603296499,0.5031853192606995,0.214061864061864,0.014902757299786403,0.0004495687331785968,0.01810784587758905,-0.002755519844624016,0.1730769230769231,0.3461538461538461,0.0134324686373724,0.0179153790757497,0.4334310624238287,0.5743807970701524,0.1741452991452991,0.2492368742368742,0.0113044473209266,0.0193078614985212,-0.0028291567241917,0.0044458595506469,30,30,0.2269230769230769,0.3256410256410257,0.013399364351527374,0.01675536215016691,0.4417549151295893,0.5551651982578876,0.18363680301180296,0.24843584656084652,0.012129188637768169,0.016773835721777854,-0.0014870205847512799,0.0028322747178924396,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,10,0.2,10,1,matched_fixed,0.45740740740740743,0.010308352198103497,0.42150159947629,0.2001625881834215,0.010733327795806049,-0.00042497559770251586,0.013875651178544782,-0.0035672989804412265,0.3981481481481481,0.5550925925925924,0.0084637754761584,0.0124059699670669,0.3650319131113865,0.4916946000884946,0.17035796957671956,0.224454365079365,0.0075391771201679,0.0140306461059463,-0.0043284924939663,0.0042062534717749,30,30,0.4080246913580247,0.5203703703703704,0.008961953438498154,0.01155205972688286,0.3680306979912563,0.4833002272512602,0.17388861331569658,0.23521315586419747,0.00894239894125436,0.01212710860243175,-0.001807326007517105,0.0012564390068179347,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,10,0.5,10,1,matched_fixed,0.7167874396135266,0.005178013345228321,0.3755613556863041,0.20367322291235332,0.005889267432427348,-0.0007112540871989801,0.008185866399268096,-0.00300785305403972,0.6630434782608695,0.7463768115942029,0.0043129000832687,0.0058043254643304,0.32045199078234,0.4421266230511441,0.181055900621118,0.2356625258799171,0.005022344852085765,0.0068783089261081,-0.0017262077468846,0.0002863321921383,30,30,0.6881521739130433,0.7479468599033816,0.004558144602068119,0.00579278264533047,0.32241387131770166,0.43512709172650516,0.17542701863354035,0.23693219461697726,0.005081389013424585,0.006591019044078765,-0.0013415689473279151,-2.7665064626724274e-05,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,160,0.05,160,5,matched_fixed,0.13611111111111107,0.023267203813808104,0.6522880053122916,0.30037593984962396,0.01706980177929108,0.006197402034516972,0.0203077501150434,0.0029594536987646667,0.0833333333333333,0.1666666666666666,0.0178790864866766,0.0291263124480827,0.549237915079373,0.7721725901489195,0.2346491228070175,0.3665413533834586,0.0096744153808248,0.0220519911649319,0.0028573566592575,0.010573361962472617,30,30,0.07215277777777776,0.2222222222222221,0.015062547653545255,0.030107417328199385,0.4299991218888832,0.8568621741102456,0.17137009189640756,0.4222352756892229,0.01392433618744799,0.020049993284285982,-0.0023830065462054598,0.013805182182872097,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,160,0.1,160,5,matched_fixed,0.2782051282051282,0.015901714826782137,0.5176418272205471,0.24007936507936506,0.014738613051573514,0.001163101775208603,0.017379144973175834,-0.0014774301463937164,0.2115384615384615,0.3653846153846153,0.0130493600871701,0.018053358098324,0.4277963083887621,0.583015042367334,0.1985653235653235,0.2733516483516484,0.0090488105189407,0.0183298367620839,-0.0021328582378729,0.0063080151610783,30,30,0.1955128205128205,0.3429487179487179,0.012317478736781249,0.020371706896670456,0.40246066337148495,0.6689685623081202,0.17756842694342687,0.32429665242165234,0.012349216281499615,0.0165389324943661,-0.0025243980874175196,0.00622454955910522,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,160,0.2,160,5,matched_fixed,0.4484567901234568,0.011502519934470426,0.4554045649558548,0.2225418871252204,0.01068890730095392,0.0008136126335165299,0.014006133625410738,-0.0025036136909402733,0.3796296296296296,0.5185185185185186,0.0088642454929158,0.0127855331472326,0.361230446654423,0.5245798666140132,0.1846064814814814,0.2521494708994709,0.00787684640488695,0.0135346549764145,-0.0025616990534915,0.0039807472510449,30,30,0.3839506172839506,0.5105246913580246,0.009541346399369334,0.013524567257841815,0.374080960832391,0.5464201908445304,0.18127590388007048,0.27166335978835965,0.009138838121202246,0.012218533918942764,-0.00132705935600101,0.00288322019637734,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,160,0.5,160,5,matched_fixed,0.7310386473429952,0.005365772679900636,0.3712163833151526,0.20026224982746713,0.005204939314897974,0.0001608333650026466,0.00828247231934509,-0.00291669963944439,0.713768115942029,0.7675724637681158,0.004631347888489015,0.0058873278027084,0.31214856040516925,0.4047101666205249,0.16921066252587982,0.2174948240165631,0.003559101704776,0.0071768446133425,-0.001662082114858,0.001694637107571,30,30,0.6972101449275362,0.7597886473429951,0.00468923257060608,0.00606945175272539,0.31591297371478494,0.43601100368750595,0.17078347135955824,0.23554114906832294,0.004523718875676705,0.00597475313376127,-0.00058430125717573,0.0008893471651342599,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,20,0.05,20,2,matched_fixed,0.09861111111111108,0.018453608880438645,0.5563716865714413,0.22294277360066828,0.016044846817990694,0.0024087620624479267,0.020080952372583383,-0.0016273434921447133,0.0416666666666666,0.1666666666666666,0.0156492631065139,0.022229543081361,0.49083228831972,0.640701949425595,0.194235588972431,0.2722431077694235,0.0113747103399702,0.0244697116717638,-0.002334575533074,0.0081319139294105,30,30,0.0791666666666666,0.1958333333333333,0.015282238339717591,0.019908190353179405,0.4665848767699156,0.6153745142466678,0.1761601921470342,0.26290413533834583,0.012975136846045954,0.019030532274284456,-0.0016306006365827798,0.00470375013011387,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,20,0.1,20,2,matched_fixed,0.2769230769230769,0.014265753349783776,0.4958230656663081,0.2109432234432234,0.014865662090858206,-0.0005999087410744302,0.017585694905698755,-0.0033199415559149507,0.20096153846153844,0.3269230769230769,0.0116409633799985,0.0166652344839045,0.413236890551395,0.5661594696756471,0.182081807081807,0.2469474969474969,0.01166046251835719,0.018967639219641,-0.005445210424236,0.0025836681674050515,30,30,0.2301282051282051,0.3384615384615385,0.012208521529803366,0.015195833408565718,0.4259209556157412,0.5394742806392455,0.17480133292633293,0.2401058201058201,0.012072930991889524,0.016318091396698646,-0.00256829658778772,0.001637499759308665,2000,2000,executed,perturbation_label_then_measurement_seed,4c050aaaf39b920ec20658832baf165733595d8b36f70e995046a3526126f53c,reliability_transport_measurement_depth_matched_fixed_decision.csv; mean across frozen 30 split seeds,frozen decision-table seed mean; not the bootstrap-draw mean,864000-row perturbation-label then measurement-seed bootstrap; q05/q95 over 2000 draws per group-budget key
