split_seed,comparison,left_environment_id,right_environment_id,predictor,method,perturbation_label,risk_left,risk_right,confidence_left,confidence_right,absolute_risk_change,response_program_shift,response_magnitude_change,matched_perturbation_control,risk_and_confidence_outcomes_used_for_evaluation_only,response_program_is_descriptive
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,IFNGR2,0.6989651460835551,0.6827767105793101,0.4196810893782848,0.6115340812764661,0.01618843550424498,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,KLF4,0.7082785434283535,0.5777887444751808,0.4196810893782848,0.6115340812764661,0.1304897989531727,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,LY96,0.8359585806400025,0.5055307452156594,0.4196810893782848,0.6115340812764661,0.33042783542434306,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,NGFR,0.7075943850920731,0.8521066755039934,0.4196810893782848,0.6115340812764661,0.14451229041192037,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,SCARB2,0.6487295946805947,0.5208343719131541,0.4196810893782848,0.6115340812764661,0.1278952227674406,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,SLC25A13,0.634290720197376,0.6769308364704801,0.4196810893782848,0.6115340812764661,0.042640116273104156,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,SPESP1,0.7084229238452466,0.6078069392329428,0.4196810893782848,0.6115340812764661,0.10061598461230381,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,mean_matching,u_only_rf,STX7,0.7420485328595837,0.587463848638597,0.4196810893782848,0.6115340812764661,0.1545846842209867,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,ATP1B1,0.9229554169737444,0.6867024404693215,0.0372273899988607,0.0703124426265581,0.2362529765044229,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,CTSA,1.0058745865696594,0.9162028008303674,0.0689035435616431,0.1267635097135736,0.08967178573929202,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,DDX39A,0.9325262832515512,0.8521896371077696,0.23589832595713,0.2153270124410074,0.08033664614378155,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,FBXO32,1.044013682351326,0.7124439323005435,0.0706339413046418,0.0717877815066906,0.3315697500507825,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,IFNGR2,0.904389421920306,0.3826838238855309,0.121397598994958,0.2147523585075351,0.5217055980347751,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,KLF4,1.0019065516942072,0.6881435410760373,0.1516684829194743,0.3959249761798871,0.3137630106181699,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,LY96,0.9448558832030596,0.8851435236180684,0.1199179889556809,0.2829394559960696,0.059712359584991215,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,NGFR,0.8561071135661817,1.0364034992013194,0.0584068837910306,0.3067187266629098,0.1802963856351376,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,SCARB2,0.8041696721577166,0.8489802674183229,0.1440953850586461,0.128659303955567,0.04481059526060627,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,SLC25A13,0.9007899078924256,0.9251446946692128,0.0743077024555735,0.0788443472465783,0.024354786776787152,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,SPESP1,0.8744147892144307,1.012105538111831,0.0498111351600831,0.0626043788681603,0.13769074889740018,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,ptl_rf,STX7,0.950274471576824,0.850325321664917,0.0573987761748207,0.0980452339959994,0.09994914991190695,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,ATP1B1,0.9229554169737444,0.6867024404693215,0.1735015772870662,0.3280757097791797,0.2362529765044229,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,CTSA,1.0058745865696594,0.9162028008303674,0.4006309148264984,0.38801261829653,0.08967178573929202,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,DDX39A,0.9325262832515512,0.8521896371077696,0.7066246056782335,0.7287066246056783,0.08033664614378155,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,FBXO32,1.044013682351326,0.7124439323005435,0.4637223974763407,0.277602523659306,0.3315697500507825,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,IFNGR2,0.904389421920306,0.3826838238855309,0.501577287066246,0.4037854889589906,0.5217055980347751,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,KLF4,1.0019065516942072,0.6881435410760373,0.5488958990536277,0.7287066246056783,0.3137630106181699,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,LY96,0.9448558832030596,0.8851435236180684,0.5362776025236593,0.501577287066246,0.059712359584991215,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,NGFR,0.8561071135661817,1.0364034992013194,0.4227129337539432,0.4037854889589906,0.1802963856351376,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,SCARB2,0.8041696721577166,0.8489802674183229,0.6908517350157728,0.5741324921135647,0.04481059526060627,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,SLC25A13,0.9007899078924256,0.9251446946692128,0.4574132492113565,0.3249211356466877,0.024354786776787152,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,SPESP1,0.8744147892144307,1.012105538111831,0.1167192429022082,0.1735015772870662,0.13769074889740018,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,raw_normalized_uq,STX7,0.950274471576824,0.850325321664917,0.3659305993690851,0.2965299684542587,0.09994914991190695,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,ATP1B1,0.9229554169737444,0.6867024404693215,0.1978965724430923,0.530798988790028,0.2362529765044229,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,CTSA,1.0058745865696594,0.9162028008303674,0.0881362245949647,0.5680434344846574,0.08967178573929202,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,DDX39A,0.9325262832515512,0.8521896371077696,0.7749863108510476,0.3531378214273802,0.08033664614378155,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,FBXO32,1.044013682351326,0.7124439323005435,0.2925114806133278,0.4274930904976427,0.3315697500507825,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,IFNGR2,0.904389421920306,0.3826838238855309,0.371733223177723,0.3996626837516019,0.5217055980347751,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,KLF4,1.0019065516942072,0.6881435410760373,0.3221896535734447,0.2821828316814477,0.3137630106181699,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,LY96,0.9448558832030596,0.8851435236180684,0.7406482503976147,0.3334890305269384,0.059712359584991215,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,NGFR,0.8561071135661817,1.0364034992013194,0.0923325429566378,0.3664212783049738,0.1802963856351376,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,SCARB2,0.8041696721577166,0.8489802674183229,0.2708832764962587,0.1667662061074873,0.04481059526060627,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,SLC25A13,0.9007899078924256,0.9251446946692128,0.2922065858198317,0.1332396245891881,0.024354786776787152,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,SPESP1,0.8744147892144307,1.012105538111831,0.1480288048575215,0.4119773169834789,0.13769074889740018,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,slim_string,u_only_rf,STX7,0.950274471576824,0.850325321664917,0.4820992774085889,0.4893284828769929,0.09994914991190695,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,ATP1B1,0.9573974327454676,0.7737850821545352,0.1157613149102947,0.1400459081818557,0.1836123505909324,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,CTSA,0.8821808080320944,0.7531669625885506,0.1819624860158141,0.2011062382099582,0.12901384544354377,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,DDX39A,0.93062526835381,0.7710928582063302,0.1086502409169395,0.1908092159924038,0.15953241014747976,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,FBXO32,0.6660263414565949,0.5159104927327528,0.3113516722933523,0.5318596673064105,0.1501158487238421,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,IFNGR2,0.9563930686048704,0.8087237692628232,0.2198537924046108,0.2023487445741351,0.1476692993420472,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,KLF4,0.7797554687415912,0.6032523025350227,0.1909833744871518,0.5419066151010816,0.17650316620656847,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,LY96,0.9287778337828,0.5717535595122304,0.4488696470722612,0.6018442070855549,0.3570242742705696,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,NGFR,0.7756505555960865,0.886079817570812,0.531387169987944,0.5768047100392915,0.11042926197472547,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,SCARB2,0.7946391081774342,0.8192600153110785,0.2242046808443354,0.1824141872958503,0.024620907133644288,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,SLC25A13,0.7470118637811474,0.7738516171498064,0.2383693948432124,0.2030899444194801,0.02683975336865907,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,SPESP1,0.8099533961461869,0.7482466594351409,0.2592947756969022,0.2352684452270194,0.061706736711045984,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,ptl_rf,STX7,0.8022341411916494,0.6487125801857221,0.3678701532263279,0.5581949226224096,0.1535215610059273,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,ATP1B1,0.9573974327454676,0.7737850821545352,0.3438485804416403,0.1072555205047318,0.1836123505909324,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,CTSA,0.8821808080320944,0.7531669625885506,0.3375394321766561,0.2744479495268138,0.12901384544354377,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,DDX39A,0.93062526835381,0.7710928582063302,0.2145110410094637,0.4321766561514195,0.15953241014747976,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,FBXO32,0.6660263414565949,0.5159104927327528,0.7981072555205048,0.7097791798107256,0.1501158487238421,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,IFNGR2,0.9563930686048704,0.8087237692628232,0.5173501577287066,0.3154574132492114,0.1476692993420472,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,KLF4,0.7797554687415912,0.6032523025350227,0.6813880126182965,0.8738170347003155,0.17650316620656847,0.8660422269001232,0.07293683227037419,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,LY96,0.9287778337828,0.5717535595122304,0.94006309148265,0.8454258675078864,0.3570242742705696,0.931643082642147,0.009229639554466118,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,NGFR,0.7756505555960865,0.886079817570812,0.9652996845425869,0.9148264984227128,0.11042926197472547,0.9659194968094653,0.021129971660171564,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,SCARB2,0.7946391081774342,0.8192600153110785,0.3596214511041009,0.2239747634069401,0.024620907133644288,0.7871463176317338,0.05243107301047326,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,SLC25A13,0.7470118637811474,0.7738516171498064,0.5709779179810726,0.4069400630914827,0.02683975336865907,0.8772234728510425,0.04993811804138028,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,SPESP1,0.8099533961461869,0.7482466594351409,0.6340694006309149,0.4889589905362775,0.061706736711045984,0.8150765581152961,0.048481711613633,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,raw_normalized_uq,STX7,0.8022341411916494,0.6487125801857221,0.8485804416403786,0.8548895899053628,0.1535215610059273,0.9113496818118983,0.06640872330243253,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,ATP1B1,0.9573974327454676,0.7737850821545352,0.0774577814018372,0.4595633901135569,0.1836123505909324,0.7977316367592542,0.04628466560588944,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,CTSA,0.8821808080320944,0.7531669625885506,0.0593134616348827,0.2478377732283148,0.12901384544354377,0.7936334413547063,0.026346478524951693,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,DDX39A,0.93062526835381,0.7710928582063302,0.4392905121324085,0.1114882290554596,0.15953241014747976,0.9001502336067448,0.02962315885126878,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,FBXO32,0.6660263414565949,0.5159104927327528,0.403961610865538,0.4476880519079187,0.1501158487238421,0.8783435174411528,0.13580192839002425,shared perturbation_label,1,1
20260907,frangieh_condition,frangieh_melanoma_coculture,frangieh_melanoma_ifng,strong_linear,u_only_rf,IFNGR2,0.9563930686048704,0.8087237692628232,0.2143242079464234,0.3377504585709508,0.1476692993420472,0.3061857577007481,0.09215978137293472,shared perturbation_label,1,1
