baseline,source_environment_id,scope,n_pairs,mean_transfer_gain,median_transfer_gain,mean_excess_aurc_gain,mean_risk_at_80_gain,target_environment_id
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.002217869761055123,0.0028888006679299583,0.002217869761055123,0.014735816936211645,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,0.002448239391042027,0.0009534723327966343,0.002448239391042027,0.016166123203507316,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,source_row,7,-0.002123111178829692,-0.0059243575153072325,-0.002123111178829692,0.01390383003658179,all
raw_scalar_uq,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,source_row,7,0.009434203866119437,0.011650793248222158,0.009434203866119437,0.0017290704229126724,all
raw_scalar_uq,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,source_row,7,-0.0031475117027564953,-0.014374426191165912,-0.0031475117027564953,0.009689890323287844,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.0025014175336568072,0.006296127133593954,0.0025014175336568072,0.014070558534282502,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.006959827043941317,0.00039293514960059284,0.006959827043941317,0.012229662494442803,all
raw_scalar_uq,env__v~xucao2023__v~hek293__v~rna__v~baseline,source_row,7,0.003052777849016784,-0.008039804347866997,0.003052777849016784,0.011110201421974457,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.0175054706787969,0.012363573819741513,0.0175054706787969,0.01743426036374592,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,0.021901135860057836,0.020685993366684086,0.021901135860057836,0.01967400538815922,all
