comparison,left_environment_id,right_environment_id,n_shared_perturbations,n_comparable_risk_pairs,n_risk_inversions,risk_inversion_rate,confidence_tracking_rate,n_confidence_comparable_inversions,normalized_rank_displacement_mean,bootstrap_draws,bootstrap_seed,risk_inversion_rate_ci_low,risk_inversion_rate_ci_high,normalized_rank_displacement_mean_ci_low,normalized_rank_displacement_mean_ci_high,confidence_tracking_rate_ci_low,confidence_tracking_rate_ci_high,n_rank_displacement_labels,normalized_rank_displacement_median,risk_rank_spearman,risk_rank_kendall,response_shift_rank_displacement_spearman,response_shift_rank_displacement_spearman_ci_low,response_shift_rank_displacement_spearman_ci_high,response_rank_association_labels,response_rank_association_bootstrap_draws,response_rank_association_bootstrap_seed,observed_confidence_tracking_rate,permutation_null_mean,permutation_null_median,permutation_null_ci_low,permutation_null_ci_high,permutations,permutation_seed,null_definition,risk_estimate_unit,confidence_estimate_unit,response_rank_association_policy
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,243,29403,9701,0.3299323198313097,0.14606741573033707,9693,0.226371458694691,2000,20260908,0.2916228636504694,0.36798709298861254,0.20198449137843077,0.2526987042138557,0.11197729141650728,0.18491188815763254,243,0.18181818181818182,0.48397119062792177,0.3401353603373805,0.115536062385076,-0.02019020226129447,0.23302143012686274,243,2000,20260979,0.14606741573033707,0.25050448407380677,0.25028347593031647,0.19863931553448097,0.30338624884032567,2000,20260945,independent within-environment confidence permutations; observed risks and strict inversions fixed,matched perturbation label; pairwise comparisons reconstructed within each draw,matched perturbation label; strict risk inversions,computed separately from descriptive response vectors; no outcome-derived feature
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_ifng,244,29646,8387,0.2829049450178776,0.1222129486109455,8379,0.1959117587532888,2000,20261009,0.24754412622042385,0.32098257402948827,0.17320886460230722,0.2214168859205289,0.09090621606081901,0.15764594890246258,244,0.17078189300411523,0.6101780602951562,0.43419010996424473,0.036524763198579925,-0.09238077150938695,0.16543243494504645,244,2000,20261080,0.1222129486109455,0.24948116132109216,0.24859902229641112,0.19792237987361394,0.305356504113509,2000,20261046,independent within-environment confidence permutations; observed risks and strict inversions fixed,matched perturbation label; pairwise comparisons reconstructed within each draw,matched perturbation label; strict risk inversions,computed separately from descriptive response vectors; no outcome-derived feature
frangieh_condition_oof,frangieh_melanoma_coculture,frangieh_melanoma_ifng,244,29646,8588,0.28968494906564124,0.151839776432231,8584,0.1952371314848546,2000,20261110,0.2563178762083152,0.32646341076849494,0.17337920798758685,0.22303177494434323,0.12076599573207124,0.18640425741436753,244,0.13580246913580246,0.5868984630889391,0.4206301018687175,0.16903860380088098,0.03650820011188133,0.2974995342868784,244,2000,20261181,0.151839776432231,0.2494554028877504,0.24860270144387517,0.19642233348858873,0.3046110852352119,2000,20261147,independent within-environment confidence permutations; observed risks and strict inversions fixed,matched perturbation label; pairwise comparisons reconstructed within each draw,matched perturbation label; strict risk inversions,computed separately from descriptive response vectors; no outcome-derived feature
