predictor_family,source_environment_id,transfer_id,left_target_environment_id,right_target_environment_id,target_environment_id,metric,d_adj_deterministic_profile,rank_displacement_profile,source_mean_risk,target_mean_risk,source_target_mean_risk_change,profile_surface
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,absolute_effect_rank_agreement,0.21902526953032003,0.1538618508315478,0.6757458566767401,0.6757458566767401,0.0,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,delta_cosine,0.25187905995986803,0.1750841750841751,0.7150591190191142,0.7150591190191142,0.0,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,systema_centroid_accuracy,0.1139339523177907,0.07716899636091555,0.5017345168860321,0.5017345168860321,0.0,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,absolute_effect_rank_agreement,0.235588205285175,0.16977859402101822,0.6757458566767401,0.6967490290984433,0.02100317242170313,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,delta_cosine,0.29595619494609393,0.203312587150971,0.7150591190191142,0.8562066485046825,0.1411475294855683,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_coculture,systema_centroid_accuracy,0.10549943883277217,0.07320681563105805,0.5017345168860321,0.4963269054178145,-0.00540761146821761,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,absolute_effect_rank_agreement,0.21902526953032003,0.1538618508315478,0.6757458566767401,0.7052675456386982,0.02952168896195806,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,delta_cosine,0.25187905995986803,0.1750841750841751,0.7150591190191142,0.8025971734066382,0.08753805438752393,source_frozen_deterministic_full_depth
bilinear_ridge,frangieh_melanoma_ifng,frangieh_melanoma_ifng->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_control,systema_centroid_accuracy,0.1139339523177907,0.07716899636091555,0.5017345168860321,0.49707512838825973,-0.004659388497772365,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,absolute_effect_rank_agreement,0.23949937081250214,0.16566336768356973,0.7022322441754969,0.7312365209006736,0.029004276725176692,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,delta_cosine,0.29017447199265384,0.2059313675475292,0.8210024667877849,0.8409190459273477,0.019916579139562796,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_control,systema_centroid_accuracy,0.15151515151515152,0.10328878005645684,0.5022956841138659,0.4997959391898787,-0.002499744923987246,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,absolute_effect_rank_agreement,0.225215114104003,0.15831717851919871,0.7022322441754969,0.7129976135564312,0.010765369380934309,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,delta_cosine,0.26412270856715303,0.18164813114308062,0.8210024667877849,0.8016873517006002,-0.019315115087184642,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_coculture->frangieh_melanoma_ifng,frangieh_melanoma_coculture,frangieh_melanoma_ifng,frangieh_melanoma_ifng,systema_centroid_accuracy,0.10396898275686155,0.07247559772812298,0.5022956841138659,0.4997619290548582,-0.002533755059007714,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,absolute_effect_rank_agreement,0.23949937081250214,0.16566336768356973,0.7022322441754969,0.7022322441754969,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,delta_cosine,0.29017447199265384,0.2059313675475292,0.8210024667877849,0.8210024667877849,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_coculture,systema_centroid_accuracy,0.15151515151515152,0.10328878005645684,0.5022956841138659,0.5022956841138659,0.0,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,absolute_effect_rank_agreement,0.24160799918375675,0.1694384926708159,0.7022322441754969,0.7129976135564312,0.010765369380934309,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,delta_cosine,0.24011155324286637,0.16372478998741627,0.8210024667877849,0.8016873517006002,-0.019315115087184642,source_frozen_deterministic_full_depth
rbf_kernel_ridge_source_only,frangieh_melanoma_coculture,frangieh_melanoma_control->frangieh_melanoma_ifng,frangieh_melanoma_control,frangieh_melanoma_ifng,frangieh_melanoma_ifng,systema_centroid_accuracy,0.1299867360473421,0.08893650307791721,0.5022956841138659,0.4997619290548582,-0.002533755059007714,source_frozen_deterministic_full_depth
