baseline,source_environment_id,scope,n_pairs,mean_transfer_gain,median_transfer_gain,mean_excess_aurc_gain,mean_risk_at_80_gain,target_environment_id
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.008168189573937825,0.01263283307042018,0.008168189573937822,0.007992764489390616,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,0.013948091725419895,0.017263995790169184,0.013948091725419899,0.010938181830711729,all
raw_scalar_uq,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,source_row,7,0.008895594547815957,0.012833760952925988,0.008895594547815954,0.009042074412197407,all
raw_scalar_uq,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,source_row,7,-0.06564772819526567,-0.05806656226482909,-0.06564772819526567,-0.02214569719726735,all
raw_scalar_uq,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,source_row,7,0.017904340741750433,0.015940911414732417,0.017904340741750433,0.005728084255064063,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,-0.023869222756765236,-0.027619510112960266,-0.023869222756765233,0.0009612877655755248,all
raw_scalar_uq,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.016624483707171005,0.021445410480169902,0.016624483707171005,0.009747099740336131,all
raw_scalar_uq,env__v~xucao2023__v~hek293__v~rna__v~baseline,source_row,7,0.0016737881338114555,0.004072650315492865,0.0016737881338114594,-0.005115155278583868,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,source_row,7,0.0012199579448265282,0.008231425839613338,0.0012199579448265243,0.0019226888341781925,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,source_row,7,0.004997212564738253,0.011293083647305469,0.004997212564738257,0.0033786501052273815,all
u_only_rf,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,source_row,7,0.0022951895761089375,0.012461787458630802,0.0022951895761089336,0.001357493705625609,all
u_only_rf,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,source_row,7,-0.06234498724446654,-0.05957976601474191,-0.06234498724446654,-0.018746852278267556,all
u_only_rf,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,source_row,7,0.014081292033986217,0.025843569233631514,0.014081292033986217,0.0009258114977021004,all
u_only_rf,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,-0.025447314601320953,-0.013815385414379322,-0.025447314601320947,-0.00486662120346867,all
u_only_rf,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,source_row,7,0.012849083998527506,0.01581753658943119,0.012849083998527506,0.002130753021533657,all
u_only_rf,env__v~xucao2023__v~hek293__v~rna__v~baseline,source_row,7,-0.002351606897892481,0.010652318446740194,-0.002351606897892477,-0.012368645014489246,all
raw_scalar_uq,all,target_column,7,-0.0019508459404242412,0.015940911414732417,-0.0019508459404242412,-0.007777816384944665,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture
raw_scalar_uq,all,target_column,7,-0.02793524925481913,0.0006550157112004129,-0.02793524925481913,-0.004931056538324533,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control
raw_scalar_uq,all,target_column,7,-0.013734702179393718,0.007717881273092475,-0.013734702179393718,-0.0068626527243044345,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3
raw_scalar_uq,all,target_column,7,-0.005420064075888266,-0.02364791322869947,-0.005420064075888262,0.03985808153206795,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline
