split_seed,source_environment_id,source_environment_key,target_environment_id,target_environment_key,baseline,baseline_method,ptl_method,source_validation_rows,target_excluded_u_only_validation_rows,target_test_rows,target_excluded_u_only_threshold,source_ptl_threshold,target_excluded_u_only_model,source_ptl_model,baseline_aurc,ptl_aurc,baseline_excess_aurc,ptl_excess_aurc,transfer_gain,excess_aurc_gain,risk_at_80_gain,ftr_at_80_gain,same_source_target,same_cell_context,same_perturbation_modality,same_platform,same_condition,same_dataset_family,same_context_modality,prediction_geometry_distance,uq_distribution_distance
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,807,150,0.2668483557111739,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6629203454129445,0.6586945181949485,0.05991194766392782,0.0556861204459318,0.0042258272179960255,0.0042258272179960255,0.0039612682233749474,0.025000000000000022,0,1,1,1,0,1,1,0.3423612164551409,0.2040897717063772
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,804,150,0.25460079306246003,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.7093484094275998,0.6688939293019842,0.11149621484004124,0.07104173471442565,0.04045448012561559,0.04045448012561559,0.009896612327361942,0.008333333333333304,0,1,1,1,0,1,1,0.3268210515502539,0.14515279272627996
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,810,144,0.21418970946490135,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.29751525442285337,0.2737867646769634,0.15633842376420903,0.13260993401831905,0.02372848974588998,0.02372848974588998,0.04910802123268082,0.017241379310344862,0,0,0,0,0,0,0,1.9951853103657349,1.0989924221307603
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,852,99,0.2667463247528922,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.8678927041890672,0.9051545460906806,0.1249115035557522,0.16217334545736561,-0.03726184190161341,-0.03726184190161341,0.0020490410961780947,0.0,0,0,0,0,0,0,0,1.5063968872060625,3.104631595366512
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,891,60,0.2316590737686883,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.5568913718283857,0.5165723233231289,0.09191695796040167,0.051597909455144864,0.040319048505256805,0.040319048505256805,0.005506622815689921,0.0,0,0,0,0,0,0,0,0.598819324716437,0.18369091058432882
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,843,114,0.21599938202685787,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.5319814472345569,0.5273049385280796,0.05809502057589272,0.05341851186941543,0.004676508706477289,0.004676508706477289,0.008776641671972452,0.0,0,0,0,0,0,0,0,0.6518722410821702,0.2962261217653589
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,env__v~xucao2023__v~hek293__v~rna__v~baseline,xu_he293,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,843,114,0.2519558218453315,0.11730348423421766,shared_identity_free_random_forest,shared_identity_free_random_forest,0.6899381695401344,0.6596082452525988,0.08851660207930223,0.05818667779176656,0.03032992428753567,0.03032992428753567,0.0016235223927404396,0.0,0,0,0,0,0,0,0,1.1467471338370707,0.726956517591291
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,807,150,0.2811584097169659,0.19937942753956361,shared_identity_free_random_forest,shared_identity_free_random_forest,0.7944757964068414,0.7827091104996899,0.08493386828742067,0.0731671823802692,0.011766685907151464,0.011766685907151464,-0.0011543386604924155,0.0,0,1,1,1,0,1,1,0.342686960911598,0.17866698863236508
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,804,150,0.25460079306246003,0.19937942753956361,shared_identity_free_random_forest,shared_identity_free_random_forest,0.7093484094275998,0.6689866447860584,0.11149621484004124,0.07113445019849984,0.0403617646415414,0.0403617646415414,0.005929337135920143,0.008333333333333304,0,1,1,1,0,1,1,0.054901674945006786,0.14584802829581905
20260927,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,raw_scalar_uq,raw_normalized_uq,ptl_rf,144,810,144,0.21418970946490135,0.19937942753956361,shared_identity_free_random_forest,shared_identity_free_random_forest,0.29751525442285337,0.3586590556679767,0.15633842376420903,0.21748222500933234,-0.06114380124512331,-0.06114380124512331,0.02372414594235911,0.0,0,0,0,0,0,0,0,1.7080771380179922,1.0964222163581638
