split_seed,predictor,method,n_test_rows,n_environments,difficulty_mean_risk,difficulty_shift_variance,difficulty_shift_range,ranking_shift_spearman_variance,ranking_shift_spearman_range,ranking_shift_kendall_variance,ranking_shift_normalized_aurc_range,additive_null_mse,environment_interaction_mse,semantic_shift_improvement,semantic_shift_bootstrap_mean,semantic_shift_ci_lower,semantic_shift_ci_upper,semantic_shift_permutation_p,semantic_shift_crossfit_group,confidence_bins_fit_on,outcomes_used_for_model_evaluation_only
20260917,mean_matching,raw_normalized_uq,327,8,0.6107724628079315,0.030357486606275758,0.5536067523264124,0.0,0.0,0.0,0.27835405796715695,0.02587634801173078,0.0257782025390168,9.81454727139769e-05,0.00010045183017062208,-4.84301551249584e-05,0.00045297194283916485,0.32270916334661354,biological_instance_id,calibration_rows_only,1
20260917,mean_matching,u_only_rf,327,8,0.6107724628079315,0.030357486606275758,0.5536067523264124,0.0,0.0,0.0,0.17227872693138757,0.026015978111381028,0.026030491896828684,-1.4513785447657345e-05,-1.650336477105973e-05,-0.00013226907611505557,8.195919681677173e-05,0.3107569721115538,biological_instance_id,calibration_rows_only,1
20260917,slim_string,ptl_rf,327,8,0.749841274209286,0.03030686294360802,0.5481278573694395,0.05662602671925935,0.7020757314082524,0.03343232533464318,0.37828824126595384,0.022416607390276073,0.024707194403392904,-0.002290587013116828,-0.002250846142363841,-0.007470679471733049,0.001085647784617437,0.6892430278884463,biological_instance_id,calibration_rows_only,1
20260917,slim_string,raw_normalized_uq,327,8,0.749841274209286,0.03030686294360802,0.5481278573694395,0.04098886042277251,0.6416807682299274,0.02270353160777263,0.33476457237060375,0.025430142372952554,0.02820747315341472,-0.0027773307804621616,-0.0028158872120843626,-0.006461641201500079,-0.00035513194378215536,0.5378486055776892,biological_instance_id,calibration_rows_only,1
20260917,slim_string,u_only_rf,327,8,0.749841274209286,0.03030686294360802,0.5481278573694395,0.05508564313331987,0.7270215146019723,0.02912979837265926,0.4161456241671446,0.026252253942583445,0.02784231569120454,-0.0015900617486211046,-0.0015452326934704086,-0.004722449976916569,0.0010945863794856166,0.2948207171314741,biological_instance_id,calibration_rows_only,1
20260917,strong_linear,ptl_rf,327,8,0.6659690086488248,0.027658138653536588,0.4735575490929412,0.06547076710196885,0.8245138788529006,0.03184385277831771,0.16138879217287339,0.02854135951992213,0.03156115625210289,-0.003019796732180759,-0.0029624490237182754,-0.0065142521100524445,2.092401517173837e-06,0.8247011952191236,biological_instance_id,calibration_rows_only,1
20260917,strong_linear,raw_normalized_uq,327,8,0.6659690086488248,0.027658138653536588,0.4735575490929412,0.05953543096955426,0.7982114285310948,0.029572242972016584,0.251096422594847,0.02746920443517656,0.03149887233495266,-0.004029667899776102,-0.0038928634662810106,-0.008792899750179944,-0.00014198808054639332,0.7928286852589641,biological_instance_id,calibration_rows_only,1
20260917,strong_linear,u_only_rf,327,8,0.6659690086488248,0.027658138653536588,0.4735575490929412,0.05835493430817907,0.7861358341006832,0.02893395885615965,0.15910242435045852,0.027628189198530606,0.031602045378283566,-0.003973856179752964,-0.003919720369795084,-0.009175409978120122,0.0002931401078731728,0.848605577689243,biological_instance_id,calibration_rows_only,1
20260927,mean_matching,ptl_rf,327,8,0.6103299398742897,0.03774609274505902,0.67261049359356,0.0,0.0,0.0,0.19265001197221077,0.024853558679650688,0.024892675592222357,-3.9116912571674114e-05,-3.7342750261853135e-05,-0.0001413597049001257,1.7179493845837748e-05,0.796812749003984,biological_instance_id,calibration_rows_only,1
20260927,mean_matching,raw_normalized_uq,327,8,0.6103299398742897,0.03774609274505902,0.67261049359356,0.0,0.0,0.0,0.16998651847249602,0.025067334702490136,0.02500336605689672,6.396864559342018e-05,5.299989412651994e-05,-8.300432076489406e-05,0.0003405317165154291,0.4063745019920319,biological_instance_id,calibration_rows_only,1
20260927,mean_matching,u_only_rf,327,8,0.6103299398742897,0.03774609274505902,0.67261049359356,0.0,0.0,0.0,0.15374491359048648,0.024125963474294864,0.024075762632479507,5.020084181535849e-05,5.0697471129602215e-05,-0.00017703052468316804,0.0003921527172818442,0.1553784860557769,biological_instance_id,calibration_rows_only,1
20260927,slim_string,ptl_rf,327,8,0.753710615597739,0.03262265189909451,0.5826558852181603,0.04183262026246539,0.5992806616688342,0.023935313885139007,0.4141629899972723,0.025018282159500194,0.02414553647742049,0.0008727456820797044,0.00092575364689769,-0.001753770116598045,0.004580382617540312,0.02390438247011952,biological_instance_id,calibration_rows_only,1
20260927,slim_string,raw_normalized_uq,327,8,0.753710615597739,0.03262265189909451,0.5826558852181603,0.03553507047286876,0.5603301388822591,0.02196152511473269,0.3799724745813511,0.02572276393118881,0.025000726420411987,0.0007220375107768205,0.0007842978551863333,-0.0020785064498929353,0.004421174482405273,0.035856573705179286,biological_instance_id,calibration_rows_only,1
20260927,slim_string,u_only_rf,327,8,0.753710615597739,0.03262265189909451,0.5826558852181603,0.045106881748340946,0.7380398108681584,0.02580562594134968,0.4305896702970339,0.02697859820451022,0.02867537805458431,-0.0016967798500740847,-0.0015896527926801088,-0.007333946310494261,0.0021210605808278547,0.4103585657370518,biological_instance_id,calibration_rows_only,1
20260927,strong_linear,ptl_rf,327,8,0.6727772272702534,0.029710047215357253,0.5194689015614995,0.05712992227567876,0.6447058823529411,0.032013774283239316,0.16316238664185356,0.029082603907323906,0.028968979595621457,0.000113624311702449,0.000133917297018792,-0.001687056387554429,0.0023918152001643324,0.0796812749003984,biological_instance_id,calibration_rows_only,1
20260927,strong_linear,raw_normalized_uq,327,8,0.6727772272702534,0.029710047215357253,0.5194689015614995,0.048671867657293366,0.6369506751568654,0.02281345525935089,0.21628773718205818,0.0326849003314997,0.03454566883406235,-0.0018607685025626474,-0.0018921243527686977,-0.007097137038559389,0.0017501430872217116,0.27091633466135456,biological_instance_id,calibration_rows_only,1
20260927,strong_linear,u_only_rf,327,8,0.6727772272702534,0.029710047215357253,0.5194689015614995,0.046822991831165846,0.6000061106462823,0.024542630409186715,0.10634192979904877,0.03132114466047804,0.033079851978856024,-0.001758707318377982,-0.0017902539761106377,-0.004932153090018954,0.001242187259535411,0.33067729083665337,biological_instance_id,calibration_rows_only,1
20261007,mean_matching,ptl_rf,327,8,0.6155171047388364,0.025113970238601614,0.5489287502774087,0.0,0.0,0.0,0.251094941171187,0.03475229882212851,0.034749731898042875,2.5669240856299684e-06,3.78821962320049e-06,-8.879949203266026e-05,9.630449466334935e-05,0.2549800796812749,biological_instance_id,calibration_rows_only,1
20261007,mean_matching,raw_normalized_uq,327,8,0.6155171047388364,0.025113970238601614,0.5489287502774087,0.0,0.0,0.0,0.20422948778051275,0.03615250618416523,0.0359691327684151,0.00018337341575012996,0.00019117688335123413,-0.00021642438653441626,0.00106092624477112,0.29880478087649404,biological_instance_id,calibration_rows_only,1
20261007,mean_matching,u_only_rf,327,8,0.6155171047388364,0.025113970238601614,0.5489287502774087,0.0,0.0,0.0,0.2106608495509109,0.03540274101087172,0.035338800595487184,6.394041538453294e-05,6.095733411484972e-05,-0.00044338334918502914,0.0006046034204513594,0.09163346613545817,biological_instance_id,calibration_rows_only,1
20261007,slim_string,ptl_rf,327,8,0.7513137629777028,0.03060599481184956,0.5578257529364056,0.05290211881620124,0.7310406758238136,0.026953169293254867,0.3897191278174492,0.029857694177774573,0.029979469399768654,-0.00012177522199408229,-9.281753694541415e-05,-0.002680382865631017,0.0026637064584819903,0.17928286852589642,biological_instance_id,calibration_rows_only,1
20261007,slim_string,raw_normalized_uq,327,8,0.7513137629777028,0.03060599481184956,0.5578257529364056,0.06873586747158561,0.8125245643668737,0.03912156937217579,0.24124733170695156,0.030080574641391557,0.031161307065753725,-0.0010807324243621646,-0.0009516709658162296,-0.005394756489791453,0.002464084819479467,0.14342629482071714,biological_instance_id,calibration_rows_only,1
20261007,slim_string,u_only_rf,327,8,0.7513137629777028,0.03060599481184956,0.5578257529364056,0.06826053313805289,0.9433260047164689,0.030179797790018805,0.4433308757081492,0.03158256352440629,0.033913744471106046,-0.0023311809466997563,-0.0021790260410985943,-0.006458080973860532,0.0024741855761825403,0.32669322709163345,biological_instance_id,calibration_rows_only,1
20261007,strong_linear,ptl_rf,327,8,0.6830167557395574,0.021212438147646055,0.407588730282019,0.03317938231814707,0.5612961744056538,0.0148929895307106,0.08936280208884495,0.05061457298992449,0.05411262665055161,-0.003498053660627115,-0.003370440424286245,-0.010270902765385446,0.0005068427754180001,0.852589641434263,biological_instance_id,calibration_rows_only,1
20261007,strong_linear,raw_normalized_uq,327,8,0.6830167557395574,0.021212438147646055,0.407588730282019,0.04550715353969072,0.5483456984393309,0.023514101419126257,0.30297263180244627,0.05250999533824264,0.05759715515643597,-0.0050871598181933386,-0.004840589790329542,-0.01595758892410182,0.0013294637055225097,0.5139442231075697,biological_instance_id,calibration_rows_only,1
20261007,strong_linear,u_only_rf,327,8,0.6830167557395574,0.021212438147646055,0.407588730282019,0.014993415292357534,0.38448835329013586,0.007533378938830853,0.2812589462877396,0.04956599538939766,0.050183559534852526,-0.0006175641454548748,-0.0005633111673450958,-0.005117365859460948,0.003204238091190184,0.17131474103585656,biological_instance_id,calibration_rows_only,1
20261017,mean_matching,ptl_rf,327,8,0.6211448126460853,0.030010400356097963,0.5683268998596818,0.0,0.0,0.0,0.3293154809795984,0.02819687966925408,0.028216636902165314,-1.975723291123927e-05,-1.833219806773591e-05,-0.00014881820747895968,5.596389096956753e-05,0.44223107569721115,biological_instance_id,calibration_rows_only,1
20261017,mean_matching,raw_normalized_uq,327,8,0.6211448126460853,0.030010400356097963,0.5683268998596818,0.0,0.0,0.0,0.19012683008277875,0.029765826576393175,0.029940668855427992,-0.00017484227903481633,-0.00016126262092515755,-0.0007355945867613465,7.558714527749406e-05,0.9043824701195219,biological_instance_id,calibration_rows_only,1
20261017,mean_matching,u_only_rf,327,8,0.6211448126460853,0.030010400356097963,0.5683268998596818,0.0,0.0,0.0,0.19012683008277875,0.029567815836530165,0.029838663438647398,-0.00027084760211723146,-0.00025602256857005287,-0.0011515798696814501,0.00013171057172259293,0.7330677290836654,biological_instance_id,calibration_rows_only,1
20261017,slim_string,ptl_rf,327,8,0.7618422756880981,0.030329757372751325,0.5089289253042015,0.028965843445634472,0.5710471267369341,0.015584672910350629,0.17814922140917877,0.034820365983604384,0.03699047936300445,-0.002170113379400066,-0.0021279708047600926,-0.005462780289998489,0.00035452454796787463,0.7211155378486056,biological_instance_id,calibration_rows_only,1
20261017,slim_string,raw_normalized_uq,327,8,0.7618422756880981,0.030329757372751325,0.5089289253042015,0.020781202519980387,0.46795854644103496,0.011966508350328463,0.24305705393923194,0.0338922242174621,0.03772167123177495,-0.003829447014312842,-0.003790141018136019,-0.008864808491851292,-0.0005102140457007629,0.5737051792828686,biological_instance_id,calibration_rows_only,1
20261017,slim_string,u_only_rf,327,8,0.7618422756880981,0.030329757372751325,0.5089289253042015,0.01804846399927891,0.4332469529897559,0.009257452380272464,0.12561386420611953,0.03517684738863577,0.037484436724824134,-0.002307589336188361,-0.0022833901609280883,-0.005781578856104205,0.0005861929438561243,0.5099601593625498,biological_instance_id,calibration_rows_only,1
20261017,strong_linear,ptl_rf,327,8,0.6889420559093574,0.022855186133075175,0.39034785158444046,0.015909586746741457,0.4416282765172094,0.008047798783817093,0.08745683694758899,0.04367416288483609,0.04345461505548991,0.0002195478293461667,0.00011073890600152745,-0.0033401141629988322,0.004031704269339643,0.07569721115537849,biological_instance_id,calibration_rows_only,1
20261017,strong_linear,raw_normalized_uq,327,8,0.6889420559093574,0.022855186133075175,0.39034785158444046,0.020851824894052157,0.5395475331119273,0.010626888492432178,0.0780302679617253,0.04368405996455877,0.045404364300525656,-0.0017203043359668782,-0.001642976404466796,-0.012113732800532975,0.00541255760628575,0.16733067729083664,biological_instance_id,calibration_rows_only,1
20261017,strong_linear,u_only_rf,327,8,0.6889420559093574,0.022855186133075175,0.39034785158444046,0.03213416436211729,0.5177613998574827,0.013928500423731687,0.24884657595378534,0.04375043723073896,0.04534858515539185,-0.0015981479246528947,-0.0015716104069710196,-0.008782664836649145,0.0037865039793508336,0.24302788844621515,biological_instance_id,calibration_rows_only,1
