dataset_id,n_runs,mean_cosine,sd_cosine,min_cosine,max_cosine,mean_mse,mean_mae,total_test_rows
NormanWeissman2019_filtered,3,0.15911007427223156,0.058455012325824465,0.09186356266083057,0.197775003717268,0.012582467106829297,0.07552350464780831,1069
ReplogleWeissman2022_K562_gwps,3,0.06938367862974039,0.021292802128616905,0.05450188321992755,0.0937739877263084,0.027159309441983803,0.12828013912717506,64
ReplogleWeissman2022_rpe1,3,0.13630663939936719,0.018173879804996584,0.11676799708187768,0.15270702378042922,0.02245130470338408,0.11218187671620415,983
