n,mean_fidelity,median_fidelity,mean_spearman,mean_rmse,mean_true_norm,mean_pred_norm,mean_top_deg_overlap_at_50,aggregation_level,environment_id,environment_key,dataset_id,predictor,seed,split_id,split_seed,uncertainty_source,linear_embedding_source,linear_reference_release,slim_embedding_path,training_gene_space_policy,training_gene_count,evaluation_gene_space,evaluation_gene_count,uq_mean_gene_variance,uq_median_gene_variance,uq_top_effect_variance,uq_cosine_disagreement,uq_effect_norm_variance
48.0,0.6067611839844474,0.7268579643952433,0.4948598948020689,0.051718218863077516,5.091416835784912,4.926037311553955,0.30211322353240466,environment_predictor_ensemble_mean,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33694,ptl_context_v2_intersection,8229,0.001359247995085251,0.0002443889122655777,0.021223480292956776,0.11488525589369532,2.950712411449363
48.0,0.6503448107074654,0.766168453467168,0.5298403034904003,0.04623498534346442,5.091416835784912,4.119250774383545,0.3018896923462704,environment_predictor_ensemble_mean,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33694,ptl_context_v2_intersection,8229,0.0006251566557950868,7.211859091038326e-05,0.014187572605353999,0.06359926970280579,1.7212971048464591
33.0,0.10761221910957848,0.06919348310632382,0.1194727242552441,0.09610020258504216,7.960604667663574,1.6133800745010376,0.06607169441724096,environment_predictor_ensemble_mean,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,8229,5.032467136312442e-05,7.91411854804773e-06,0.0017897589632765568,0.034241070258189565,0.12942990088588752
33.0,0.024105298766288547,0.01089925980140138,0.014677546487405341,0.122144636970356,7.960604667663574,6.380878448486328,0.03747977868494366,environment_predictor_ensemble_mean,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,8749,ptl_context_v2_intersection,8229,0.010211407966128948,0.00406257375038679,0.07465369693739775,0.3381109319608489,5.31501664967712
33.0,0.1308759091459668,0.06732715682599417,0.09844054315041423,0.09769098656486945,7.960604667663574,2.6134610176086426,0.07743277869696913,environment_predictor_ensemble_mean,env__v~replogleweissman2022%5Frpe1__v~rpe1__v~rna__v~baseline,replogle_rpe1,ReplogleWeissman2022_rpe1,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,8749,ptl_context_v2_intersection,8229,0.0007979300872296343,0.00032033511746024725,0.008908918839987973,0.19412225012491727,0.9405376291480099
20.0,0.514779663174654,0.5440213327248051,0.47746952972233797,0.036204139198468085,3.5897369384765625,2.036442279815674,0.09647698021882867,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,2.1186344249876154e-05,8.823193091427503e-06,0.00011455859013568897,0.013301344976340168,0.005017955401346004
20.0,0.39412189574240736,0.38491039339395927,0.3714443901275998,0.04059522442960311,3.5897369384765625,2.4861528873443604,0.05407219657712118,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,0.0007007295658452044,0.00023363972316140348,0.011103409055755025,0.1832700094001289,0.8255085694600446
20.0,0.4757014458894158,0.4727962758273321,0.4393340159392346,0.037891422417581484,3.5897369384765625,2.20218825340271,0.08342101721763692,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispra__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispra,TianKampmann2021_CRISPRa,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,0.00029795152434821336,9.80758843000924e-05,0.003495052403229477,0.08744536087897925,0.4983456545708382
38.0,0.49688128266507564,0.4975608086674788,0.47029194505075944,0.031863060294806615,3.10978364944458,1.5424360036849976,0.07176041371174012,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,6.163329866606287e-06,3.095899668806301e-06,1.5102456568985295e-05,0.007027724823462811,4.296747524963653e-05
38.0,0.3895942090185943,0.39022238661643216,0.3664006716362553,0.03495688500120573,3.10978364944458,2.0081193447113037,0.04781515165024719,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,0.00048037760373746403,0.00022683507327667663,0.0015281433693904612,0.19035323796325862,0.22265583123801908
38.0,0.48336410575587757,0.48418249693524856,0.4567780012938469,0.03216077433053645,3.10978364944458,1.5756652355194092,0.07074694376191716,environment_predictor_ensemble_mean,env__v~tiankampmann2021%5Fcrispri__v~ipsc-induced%5Fneuron__v~rna__v~baseline,tian_neuron_crispri,TianKampmann2021_CRISPRi,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,33538,ptl_context_v2_intersection,8229,5.027885800815038e-05,2.3819520510392465e-05,0.00012365872705374093,0.048974793778853574,0.004614263025069613
38.0,0.3596470074025504,0.3456900166750137,0.32902676042683615,0.07405561366441964,6.345592498779297,2.1488046646118164,0.0534989066060105,environment_predictor_ensemble_mean,env__v~xucao2023__v~hek293__v~rna__v~baseline,xu_he293,XuCao2023,mean_matching,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,59429,ptl_context_v2_intersection,8229,2.3892223690822116e-05,1.0360166696574136e-05,9.30213253196906e-05,0.013814527211544636,0.0013570462322424683
38.0,0.19928568760134782,0.1891908088137465,0.1736539561130005,0.08781245594185971,6.345592498779297,4.656373023986816,0.029754781035171273,environment_predictor_ensemble_mean,env__v~xucao2023__v~hek293__v~rna__v~baseline,xu_he293,XuCao2023,slim_string,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,59429,ptl_context_v2_intersection,8229,0.002995141202293389,0.0012127759419154184,0.012919761952734046,0.2373012544209721,1.7639365680136692
38.0,0.28808694026472087,0.27210836799528915,0.26142719496500655,0.0769847485033331,6.345592498779297,2.8741695880889893,0.04331280446786867,environment_predictor_ensemble_mean,env__v~xucao2023__v~hek293__v~rna__v~baseline,xu_he293,XuCao2023,strong_linear,ensemble_mean,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,59429,ptl_context_v2_intersection,8229,0.000659964439100051,0.0002581130767803785,0.002647402629386119,0.13600923590748343,0.3566709637324396
50.0,0.189335828172045,0.21647925020201172,0.14490304391485898,0.035836081633453955,2.9221608638763428,0.7003347277641296,0.0665537272938842,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,mean_matching,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.19467753008537322,0.22642066075800932,0.14577808154298766,0.035751631524500144,2.9221608638763428,0.6030623912811279,0.06093208536110304,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,mean_matching,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.19747033826794078,0.2260854390772543,0.14927200887012573,0.03579890202902235,2.9221608638763428,0.6578032970428467,0.0713609405943639,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,mean_matching,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.10172356535153032,0.05661072381299923,0.0644256989634233,0.04735412963925948,2.9221608638763428,2.665553331375122,0.056332272892058964,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,slim_string,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.08604012187567504,0.06359157355462755,0.057802044455116365,0.050780829863328415,2.9221608638763428,2.926468849182129,0.0524973194066813,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,slim_string,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.07494998144073398,0.05609017997917777,0.05474028975297923,0.04639753744442808,2.9221608638763428,2.4499917030334473,0.052162195289730116,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,slim_string,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.10052616947766223,0.08144764517526895,0.06947973755774826,0.04242968728953404,2.9221608638763428,1.8706169128417969,0.04238335419393837,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,strong_linear,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.10895417304823266,0.11156139045308902,0.06996840166135822,0.04153740724927163,2.9221608638763428,1.7735460996627808,0.05099283075935786,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,strong_linear,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.135759749504403,0.1371002763782887,0.09148921397230554,0.037967791237606845,2.9221608638763428,1.3093500137329102,0.05811630477342989,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,FrangiehIzar2021_RNA,strong_linear,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.33549670211517113,0.386324852691165,0.2451040284434148,0.035310204847172566,3.1523547172546387,1.0428800582885742,0.13224084787067558,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,mean_matching,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.33954236170248175,0.39476499321705105,0.24866264705767693,0.035274261840880505,3.1523547172546387,1.0428779125213623,0.13887391229987922,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,mean_matching,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.33450053717659783,0.3879268511476076,0.24474094344156494,0.03529806466550648,3.1523547172546387,0.9885872006416321,0.12916784618711755,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,mean_matching,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.12363944090809513,0.12247105832504007,0.08663751067224157,0.05440038406832773,3.1523547172546387,3.540987014770508,0.0708331636305485,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,slim_string,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.1300180476211815,0.12967860943052217,0.09331600468596973,0.054501949749040594,3.1523547172546387,3.5023818016052246,0.06938297926904424,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,slim_string,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.09583048561932793,0.06820428131167694,0.06783372907633951,0.05921874378624095,3.1523547172546387,3.998887062072754,0.058448402803049616,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,slim_string,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.2514050498199736,0.27616728260975887,0.1778013387226907,0.03879410203464726,3.1523547172546387,1.6729483604431152,0.0986529049404827,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,strong_linear,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.26495895251209167,0.2948278497351633,0.187196874945995,0.038620161597213806,3.1523547172546387,1.6793290376663208,0.10263278612997835,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,strong_linear,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.23991191537063508,0.2517052663405897,0.1723516696680173,0.03830855220387637,3.1523547172546387,1.5150471925735474,0.08986037578413379,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~control,frangieh_melanoma_control,FrangiehIzar2021_RNA,strong_linear,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,native_post_expression_X_train_only,const-ae/linear_perturbation_prediction-Paper_publication_runner,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.3236498793848183,0.33999616412812705,0.22667205836743132,0.037214576445540375,3.209501266479492,1.0273195505142212,0.10182971984770081,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,mean_matching,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.32320713625716097,0.3522348003734157,0.22539251071315683,0.03723515492900942,3.209501266479492,0.9826992750167847,0.1014340716296162,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,mean_matching,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.32399671841057043,0.349835343097472,0.2252887747402663,0.03722048491455806,3.209501266479492,0.94355309009552,0.10816397923548936,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,mean_matching,2,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,not_applicable,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.12790977374862306,0.09539791011902385,0.08412463266895832,0.05485244927764791,3.209501266479492,3.597064733505249,0.061585903996040824,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,0,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
50.0,0.11116370970362409,0.08441152536011778,0.0703123045807368,0.058933082535298706,3.209501266479492,3.8962137699127197,0.04925092166218579,environment_predictor_seed,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~ifn%CE%B3,frangieh_melanoma_ifng,FrangiehIzar2021_RNA,slim_string,1,ptl_biological_instance_split_v1,20260927,training_bootstrap_disagreement,not_applicable,not_applicable,data/external/slim/gene_string_embeddings.v0.3.h5,native_predictor_gene_space,23712,ptl_context_v2_intersection,8229,,,,,
