source_environment_id,target_environment_id,metric_from,metric_to,n_perturbation_pairs,stable_same_fraction,stable_inversion_fraction,stable_to_unresolved_fraction,unresolved_to_stable_fraction,unresolved_both_fraction,source_pairwise_risk_margin_mean,source_pairwise_risk_margin_median,stable_inversion_set_size,stable_inversion_set_jaccard,crossfit_split,state_definition,status
frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,absolute_effect_rank_agreement,29403,0.2966363976464987,0.05584464170322756,0.21269938441655614,0.1815120906029997,0.1020304050607081,0.13558046179804717,0.10672137198111888,1642,0.0036850921273031824,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,delta_cosine,29403,0.3460531238309016,0.06812230044553277,0.17011869537122062,0.15879332040948202,0.07339387137366936,0.3439549371677672,0.29649122807017547,2003,0.058693733451015,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,absolute_effect_rank_agreement,29403,0.24361459714995068,0.2066455803829541,0.15746692514369282,0.16930245213073497,0.08244056728905214,0.3439549371677672,0.29649122807017547,6076,0.023611789610812572,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,delta_cosine,29403,0.2966363976464987,0.05584464170322756,0.21269938441655614,0.1815120906029997,0.1020304050607081,0.02759555269150967,0.02252733148226121,1642,0.0036850921273031824,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,systema_centroid_accuracy,29403,0.24361459714995068,0.2066455803829541,0.15746692514369282,0.16930245213073497,0.08244056728905214,0.02759555269150967,0.02252733148226121,6076,0.023611789610812572,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,systema_centroid_accuracy,29403,0.40543481957623373,0.0849573172805496,0.1428085569499711,0.15406591164166922,0.07781518892630004,0.1355917717850545,0.1069662381479641,2498,0.02454212454212454,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,absolute_effect_rank_agreement,29403,0.3860490426146992,0.053599972791891985,0.18770193517668265,0.1785872189912594,0.10189436452062715,0.1355917717850545,0.1069662381479641,1576,0.0053475935828877,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,delta_cosine,29403,0.40543481957623373,0.0849573172805496,0.1428085569499711,0.15406591164166922,0.07781518892630004,0.3437563657127719,0.29649122807017547,2498,0.02454212454212454,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,absolute_effect_rank_agreement,29403,0.2787810767608747,0.1996394925687855,0.15430398258681086,0.16637758051899465,0.08346087133965922,0.3437563657127719,0.29649122807017547,5870,0.018440196244290306,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,delta_cosine,29403,0.3860490426146992,0.053599972791891985,0.18770193517668265,0.1785872189912594,0.10189436452062715,0.02760550979381653,0.02254926477652941,1576,0.0053475935828877,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,systema_centroid_accuracy,29403,0.2787810767608747,0.1996394925687855,0.15430398258681086,0.16637758051899465,0.08346087133965922,0.02760550979381653,0.02254926477652941,5870,0.018440196244290306,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,delta_cosine,systema_centroid_accuracy,29403,0.3732612318470904,0.08924259429309934,0.1750161548141346,0.1310410502329694,0.061218243036424855,0.15827366302650686,0.12798852938518748,2624,0.01546572934973638,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,delta_cosine,absolute_effect_rank_agreement,29403,0.3247967894432541,0.08437914498520559,0.20242832364044486,0.15682073257830834,0.07366595245383124,0.15827366302650686,0.12798852938518748,2481,0.011440305074801994,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,systema_centroid_accuracy,delta_cosine,29403,0.3732612318470904,0.08924259429309934,0.1750161548141346,0.1310410502329694,0.061218243036424855,0.34645915710952035,0.30000000000000004,2624,0.01546572934973638,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,systema_centroid_accuracy,absolute_effect_rank_agreement,29403,0.28898411726694556,0.26442879978233513,0.1383872393973404,0.13345576981940618,0.05873550317994763,0.34645915710952035,0.30000000000000004,7775,0.009473818973242863,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,absolute_effect_rank_agreement,delta_cosine,29403,0.3247967894432541,0.08437914498520559,0.20242832364044486,0.15682073257830834,0.07366595245383124,0.0357930891020239,0.0293763023250025,2481,0.011440305074801994,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_coculture,absolute_effect_rank_agreement,systema_centroid_accuracy,29403,0.28898411726694556,0.26442879978233513,0.1383872393973404,0.13345576981940618,0.05873550317994763,0.0357930891020239,0.0293763023250025,7775,0.009473818973242863,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,delta_cosine,systema_centroid_accuracy,29403,0.387171377070367,0.08961670577832194,0.1763425500799238,0.13325170900928476,0.07373397272387171,0.15367444048084472,0.1239241524766375,2635,0.025034770514603615,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,delta_cosine,absolute_effect_rank_agreement,29403,0.38468863721388974,0.07876747270686664,0.1890623405774921,0.15464408393701323,0.08526340849573173,0.15367444048084472,0.1239241524766375,2316,0.007619628162145687,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,systema_centroid_accuracy,delta_cosine,29403,0.387171377070367,0.08961670577832194,0.1763425500799238,0.13325170900928476,0.07373397272387171,0.34662377809639905,0.29824561403508787,2635,0.025034770514603615,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,systema_centroid_accuracy,absolute_effect_rank_agreement,29403,0.3078597422031765,0.23620038771553922,0.15389586096656804,0.12906846240179573,0.07057103016698976,0.34662377809639905,0.29824561403508787,6945,0.02074095265341153,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,absolute_effect_rank_agreement,delta_cosine,29403,0.38468863721388974,0.07876747270686664,0.1890623405774921,0.15464408393701323,0.08526340849573173,0.03387613729591687,0.027683403443571838,2316,0.007619628162145687,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
frangieh_melanoma_ifng,frangieh_melanoma_control,absolute_effect_rank_agreement,systema_centroid_accuracy,29403,0.3078597422031765,0.23620038771553922,0.15389586096656804,0.12906846240179573,0.07057103016698976,0.03387613729591687,0.027683403443571838,6945,0.02074095265341153,15_seed_discovery_15_seed_validation,tie-aware Beta(1+strict-sign counts) posterior >=0.95 with minimum strict support 8; ties excluded; risk p-q,executed
