prediction_id,biological_instance_id,environment_id,environment_key,predictor,scenario,heldout_environment_id,heldout_predictor,uq_mean_gene_variance,uq_median_gene_variance,uq_top_effect_variance,uq_cosine_disagreement,uq_effect_norm_variance,prediction_norm,prediction_sparsity,prediction_concentration,prediction_manifold_distance,exact_training_support_fraction,component_training_support_fraction,training_neighborhood_density,perturbation_seen_fraction,component_seen_fraction,combination_novelty,perturbation_novelty,cell_context,perturbation_modality,readout_modality,condition,platform
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~apoe:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~apoe,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~atp1b1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~atp1b1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~b2m:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~b2m,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~bola2:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~bola2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cd44:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cd44,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cd47:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cd47,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cdkn1a:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cdkn1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cdkn2b:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cdkn2b,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cited1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~cited1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ctsa:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ctsa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ctso:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ctso,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~dag1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~dag1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddr1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddr1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx17:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx17,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx39a:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ddx39a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~e2f1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~e2f1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~farsa:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~farsa,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fbxo32:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fbxo32,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fmn1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fmn1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fos:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~fos,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hnrnpa1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hnrnpa1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hspa1a:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~hspa1a,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~idh2:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~idh2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ifngr2:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ifngr2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ilf2:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ilf2,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~isyna1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~isyna1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~jmjd7:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~jmjd7,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~kcnn4:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~kcnn4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~klf4:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~klf4,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ly96:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ly96,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~mfge8:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~mfge8,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ncl:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ncl,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ngfr:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~ngfr,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~nmrk1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~nmrk1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
formal_v2:bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~pfn1:mean_matching:in_domain,bio__v~env%5F%5Fv~frangiehizar2021%255frna%5F%5Fv~patient-derived%255fmelanoma%5F%5Fv~rna%5F%5Fv~co-culture__v~pfn1,env__v~frangiehizar2021%5Frna__v~patient-derived%5Fmelanoma__v~rna__v~co-culture,frangieh_melanoma_coculture,mean_matching,in_domain,,,0.707774798927614,0.9329758713136729,0.839142091152815,0.193029490616622,0.839142091152815,0.5595809817314148,0.0,0.050281511388393575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,patient-derived_melanoma,CRISPRn,RNA,Co-culture,Perturb-CITE-seq
