method,metric,estimate,ci_lower,ci_upper,n_resamples,n_valid,confidence,aggregation_level,baseline_method,resample_level,predictor,environment_id,split_family
gbdt_full_id,log_loss,-0.6601795098463441,-0.7994791239453837,-0.563532887135913,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_full_id,risk_at_50,-0.021431622544269127,-0.028015560590008537,-0.014158851401477685,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_full_id,risk_at_80,-0.007750711286728083,-0.010076350020074135,-0.005276096206501305,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_full_id,spearman_predicted_risk_realized_risk,0.287867421810732,0.19792019834015656,0.3693360095949445,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,auprc,0.1355094014522485,0.09876391407671094,0.1730526243650278,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,aurc,-0.027452363583707937,-0.03381229358886891,-0.020353604190497712,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,auroc,0.2057747112796871,0.1494550443910959,0.26568994982303,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,brier,-0.17206494392974966,-0.20559313093659415,-0.1452304506719536,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,excess_aurc,-0.02745236358370794,-0.033812293588868864,-0.0203536041904978,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,ftr_at_50,-0.10593722911919645,-0.13979255149472855,-0.07531000005803619,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,ftr_at_80,-0.041937974334996554,-0.05351261975247431,-0.029585385127678335,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,log_loss,-0.6626071183784664,-0.8082680386566038,-0.5650605005341937,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,risk_at_50,-0.023568921035955887,-0.03005122880065786,-0.0173972261656323,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,risk_at_80,-0.008767015943861287,-0.011177390714697089,-0.006441574926756135,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
gbdt_uncalibrated,spearman_predicted_risk_realized_risk,0.31880723153152524,0.24521235138309316,0.40004475966616765,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,auprc,0.018063825819995646,-0.0060936260510142184,0.04584192379857676,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,aurc,-0.00502711616386475,-0.009818334430696114,-5.094357932874945e-05,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,auroc,0.027361755720336813,-0.006918172980884746,0.06832947731055718,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,brier,-0.08250376876110818,-0.10830652488408109,-0.05420945462018775,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,excess_aurc,-0.005027116163864758,-0.009818334430696142,-5.0943579328765065e-05,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,ftr_at_50,-0.007813300201048956,-0.03360580335086102,0.01426471281929303,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,ftr_at_80,-0.0014065629857395135,-0.01210488239087099,0.009056984350442809,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,log_loss,-0.4409967435472406,-0.5840580201428689,-0.3239626104724856,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,risk_at_50,-0.0017511444446201853,-0.0072681440655849635,0.0031366413051407485,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,risk_at_80,3.814805854821857e-05,-0.0018439062550391606,0.00208113829812376,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
isotonic,spearman_predicted_risk_realized_risk,0.046082608873901434,-0.003628968068045359,0.11039680174183114,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,auprc,0.0060414068151136546,-0.003787647094245137,0.018759641539216484,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,aurc,-0.0002735181677316545,-0.002919382685610966,0.002232103597666703,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,auroc,0.0037875406976123605,-0.012678247855385934,0.025610097597825805,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,brier,-0.08503233117388641,-0.1117238135982845,-0.0568900685412919,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,excess_aurc,-0.00027351816773166877,-0.0029193826856108184,0.002232103597666554,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,ftr_at_50,-0.0005813292278848064,-0.013653272674836327,0.011458176155988665,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,ftr_at_80,-0.001904191224986508,-0.008863454427019144,0.004283762724268577,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,log_loss,-0.4648029827762614,-0.6008014633547984,-0.3464634223652978,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,risk_at_50,0.00018206423509376318,-0.0026043765567404266,0.0027619453954863286,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,risk_at_80,0.0003993929436996438,-0.001014677155911034,0.0018383633846609144,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
platt_logistic,spearman_predicted_risk_realized_risk,0.001391508442533353,-0.02378144688963616,0.029930912292974746,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,auprc,0.06583379539461104,0.03677998739447289,0.09899478065172179,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,aurc,-0.013787751196588004,-0.021040748006441835,-0.007574210523676553,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,auroc,0.08565904951098383,0.03425898265066672,0.13643746852958025,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,brier,-0.13786012980954232,-0.17580040542056205,-0.10420891236325121,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,excess_aurc,-0.013787751196588007,-0.021040748006441783,-0.007574210523676539,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,ftr_at_50,-0.03471604864541133,-0.058753828456734256,-0.006435541058740105,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,ftr_at_80,-0.014254000237098654,-0.02855121780976609,-0.001267526763364131,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,log_loss,-0.5795283443198134,-0.7404005732217086,-0.4633162639443457,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,risk_at_50,-0.006875791104694468,-0.013401780910124185,-0.00013629052785127645,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,risk_at_80,-0.0024965448417587463,-0.005321700560209934,0.00022213090241009315,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_context,spearman_predicted_risk_realized_risk,0.1265807877648693,0.048549562905168896,0.21483319535561746,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,auprc,0.07106284456466834,0.04199756317124735,0.10186335932426761,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,aurc,-0.016542652027666454,-0.02378316030118329,-0.00995151907334018,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,auroc,0.1067652085662398,0.05347993657687195,0.15890624209697146,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,brier,-0.15343378660825568,-0.19187962875214465,-0.12070452954883001,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,excess_aurc,-0.01654265202766646,-0.023783160301183257,-0.00995151907334015,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,ftr_at_50,-0.044157604281317514,-0.07421253370477315,-0.016619417080345148,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,ftr_at_80,-0.02029644696418541,-0.03280991946564384,-0.00831377988085084,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,log_loss,-0.6189638275732058,-0.7599899825511057,-0.5102647016037889,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,risk_at_50,-0.01070624155414308,-0.017519168929978242,-0.004404031358449972,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,risk_at_80,-0.004178105818372944,-0.006470707672892177,-0.0018927952522453243,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_full_id,spearman_predicted_risk_realized_risk,0.16289977853074866,0.08965409073036655,0.2492010689725186,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,auprc,0.07371882991775662,0.04698194485408248,0.10603767513654888,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,aurc,-0.016168586176442745,-0.023941653672136902,-0.010072362171939808,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,auroc,0.09630079553978949,0.0471606539616314,0.14137667873645607,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,brier,-0.13996237822922006,-0.17560586625867905,-0.1091640608829054,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,excess_aurc,-0.016168586176442755,-0.02394165367213688,-0.010072362171939981,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,ftr_at_50,-0.04304555234874553,-0.0689205292797177,-0.015516787444715754,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,ftr_at_80,-0.014497355136625185,-0.027919016747154215,-0.0016776499813354773,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,log_loss,-0.58402741904727,-0.7427873845991009,-0.4711644674617738,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,risk_at_50,-0.009081247632363008,-0.01538305887617143,-0.002700831800140522,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,risk_at_80,-0.002864140694007995,-0.005432315780110504,-0.00021554564883500264,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_no_context,spearman_predicted_risk_realized_risk,0.15347719565676177,0.07913829399632615,0.23321744697554603,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,auprc,0.16665715434631567,0.11340101342301974,0.22350394537395532,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,aurc,-0.03045904446121595,-0.03741682670562369,-0.023458142521914013,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,auroc,0.2265415278631955,0.16381781605465245,0.29605065114880913,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,brier,-0.1877510580021899,-0.2229328354236395,-0.15857750794776448,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,excess_aurc,-0.03045904446121596,-0.037416826705623726,-0.023458142521913944,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,ftr_at_50,-0.11907750731190543,-0.16383192225671422,-0.0800466506927024,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,ftr_at_80,-0.04618237934551472,-0.061743674220956606,-0.031562048737548656,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,log_loss,-0.7090614804248907,-0.8615712977228067,-0.6059119297889616,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,risk_at_50,-0.027644161844410417,-0.03652573828965948,-0.02048349818217047,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,risk_at_80,-0.00978760337116283,-0.013215493532225125,-0.007106536482007336,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf,spearman_predicted_risk_realized_risk,0.3616438705307978,0.25830756330040067,0.45854150211328853,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,auprc,0.16788385063074115,0.11166867799461287,0.2264841584338652,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,aurc,-0.030691445107549932,-0.038139841138811574,-0.022668569499974343,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,auroc,0.22578987150010574,0.16117765491629574,0.2942161990181126,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,brier,-0.19360351727391525,-0.23043631560476305,-0.16286996833115053,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,excess_aurc,-0.030691445107549935,-0.0381398411388116,-0.022668569499974277,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,ftr_at_50,-0.11804141789702596,-0.16080532591874874,-0.08126588234945177,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,ftr_at_80,-0.04627157202658218,-0.06076199628606767,-0.03273879894245096,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,log_loss,-0.7236450905368101,-0.879390965405569,-0.6195033699738182,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,risk_at_50,-0.027980776151177097,-0.03660706569617929,-0.02108576951325428,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,risk_at_80,-0.009718120978347662,-0.012850142029890009,-0.007021411439290448,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
ptl_rf_full_id,spearman_predicted_risk_realized_risk,0.3657629413308973,0.2674227855714525,0.46383064041030997,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,auprc,0.046515985277388816,0.01993717405748224,0.07015205588462663,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,aurc,-0.013403079595608065,-0.018113448679800876,-0.00936976416124675,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,auroc,0.10081933957274632,0.0492055974968786,0.15129791265775305,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,brier,-0.09513438007024493,-0.12587605506813032,-0.063093456137411,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,excess_aurc,-0.013403079595608072,-0.018113448679800758,-0.009369764161246828,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,ftr_at_50,-0.04837430294462721,-0.07412914923989546,-0.02135396169999631,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,ftr_at_80,-0.01656716289737286,-0.029073735846283873,-0.0037091833954950412,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,log_loss,-0.49363165890692906,-0.6434825297865143,-0.3581639702970283,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,risk_at_50,-0.010273059444885012,-0.015515923828374658,-0.0048936509168459675,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,risk_at_80,-0.0033476038577610837,-0.005612383117561184,-0.0009422963576406692,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
support_novelty_only,spearman_predicted_risk_realized_risk,0.15551077560094254,0.08986764905261897,0.22409043319461766,200,200,0.95,paired_hierarchical_delta_ci,raw_normalized_uq,,all_pilot_predictors,macro,macro
