prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-map7d1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.4152382335851249,0.11513965,46,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-tbx3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15298161,32,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.11094027,109,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1371401,87,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.30425624636839044,0.06567144,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__glb1l2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.09086168,62,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c3orf72__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16377816,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-igdcc3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14154598,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-foxf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14420137,18,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-tgfbr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.0774496,37,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-runx1t1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15858087,155,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__snai1-ubash3b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14316136,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.03617212,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-zbtb25__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.23806548,49,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16733676,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.110491134,43,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__celf2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.03318562,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-foxa1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.11692491,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-cnn1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15875565,60,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__atl1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.13871408,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif18b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.07800685,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__midn__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16867776,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-ubash3b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.19555871,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.114402056,102,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-map7d1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.13520229,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.10580132,101,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__c19orf26__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.08381597,114,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-prtg__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1399198,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__s1pr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.117874384,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ier5l__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.11700129,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.105679214,97,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn12-snai1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14142616,37,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.07365654,59,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17168982,50,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-ets2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.0859868,108,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cnn1-ubash3a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.18028536,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.0732171,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map4k5__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.065482944,49,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__znf318__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.080923036,67,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-prtg__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.12656876,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-cebpe__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15271878,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__sgk1-s1pr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1962109,55,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1-foxl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16755928,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.06396155,106,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpa__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.21471614,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__slc38a2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,-0.061259244,47,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ubash3b-ptpn9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14997345,41,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hnf4a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.09306191,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__isl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.04696369,73,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2-set__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.19201244,40,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tsc22d1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.014554222,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbfa2t3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1631676,80,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-ubash3b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.07804787,59,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tp73__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.205971,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lhx1-elmsan1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15458278,88,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-osr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.093023784,51,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__kif2c__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.04931341,89,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.10417923,85,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zc3hav1-hoxc13__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.13364707,97,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rreb1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.08497576,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ahr__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1038439,62,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__znf318-foxl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.11397067,29,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ets2-mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14275007,55,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.18554923,20,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.036666084,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cbl-cnn1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.18030657,36,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-snai1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17502584,17,0.4082482904638631
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bpgm-samd1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1202897,25,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__stil__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16775697,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa3-hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.19555911,53,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tgfbr2-ets2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.03559246,35,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-elmsan1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17285934,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1-foxl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17315142,22,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-cebpb__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1375708,10,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__jun__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.38342533410807667,0.16577125,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lyl1-ier5l__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16197494,60,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1-hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.22517517,39,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-isl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.4152382335851249,0.13962704,33,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__samd1-zbtb1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1856927,19,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tmsb4x-bak1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.06312642,43,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17966703,42,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxa1-foxf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.13984083,32,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.074818395,90,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-cebpa__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1808222,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-ikzf3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.09337493,20,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxl2-meis1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.123625346,26,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-cldn6__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.12213041,29,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxc13__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1818978,46,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__lhx1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.11641677,60,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-ptpn12__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.19306485,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__prdm1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17767379,32,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxf1-hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.18844727,24,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxo4__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.13876206,21,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hes7__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.22749904,16,0.3779644730092272
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-snai1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17531425,21,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__rhoxf2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.1596594,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-spi1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.21059555,24,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpb-osr2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.14030544,27,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ahr-klf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.025258323,52,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hoxa13__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.19982862,28,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k3-slc38a2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,-0.105824284,42,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2-foxl2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17859094,34,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__pou3f2-cbfa2t3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.10110766,24,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__foxl2-hoxb9__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15140207,17,0.4472135954999579
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe-cebpa__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17038338,23,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ahr-fev__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17118983,35,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__zbtb10-dlx2__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.17012805,14,0.4082482904638631
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__dusp9-klf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.08661284,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fosb-cebpe__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.16710521,13,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__fev-cbfa2t3__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.3840063916327716,0.15160708,18,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__bcorl1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.02538795,66,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__igdcc3-mapk1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.17687412,44,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__map2k6__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.044595394,91,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1c-cdkn1b__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.091798574,12,0.4082482904638631
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__hnf4a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.13694443,31,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__ptpn1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.16848549,57,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__control__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.9838030214991285,0.0,1498,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,-0.033182256,240,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1a__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.12575878,49,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__plk4__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.05504487,21,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cdkn1c__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.10979195,41,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__cebpe__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.20329143,171,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__klf1-cebpa__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.17094469,38,0.35355339059327373
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__tp73__ridge__dataset-heldout-split__ensemble3,env__normanweissman2019-filtered__k562__rna__baseline,ridge,0.196615339918652,0.19959499,31,0.35355339059327373
