prediction_id,environment_id,predictor,uq_quantile,fidelity_delta_cosine,support_cells,perturbation_novelty
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.9838030214991285,0.0,227,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.19364631,37,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.06950808,20,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__naa35__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.04906419,12,1.0
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.11896141,36,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.06520115,15,0.14586499149789456
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.1942105,13,0.1543033499620919
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.08585119,23,0.13736056394868904
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.0783263,35,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.0064107953,16,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.1856362,32,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.040751994,65,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__rab4a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.33575585,11,1.0
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.008720725,12,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.12999304,11,0.19611613513818404
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.018503753,10,0.16012815380508713
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__abhd17a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.13782236,10,0.7071067811865475
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.021122778,28,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__spc25__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.45053262,12,0.21320071635561041
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.27019626,31,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.19881387,19,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__sf3a1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.05033784,14,1.0
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__wtap__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.17129269,12,0.2886751345948129
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.38870898,17,0.13483997249264842
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.02708446,11,0.1543033499620919
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eif3cl__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.42387384,10,0.4472135954999579
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.005698208,11,0.17407765595569785
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ints14__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.053261727,13,0.3333333333333333
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.01939684,38,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__rtel1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.13213442,11,0.5
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__dnaaf3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.18839192,10,0.3779644730092272
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.09439833,16,0.16222142113076254
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.06784944,14,0.15075567228888181
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smn2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.41523895,14,0.2581988897471611
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__cenpt__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.028363835,12,0.5
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.010039329,13,0.19245008972987526
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__trex2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.3765074,10,0.2886751345948129
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.0060570557,12,0.18569533817705186
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mvk__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.20059878,10,0.2773500981126146
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccnk__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.1501659,10,0.3779644730092272
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.23832211,17,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.9838030214991285,0.0,199,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.2364364,68,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.12537074,26,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.10395671,30,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__espn__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.121281706,11,0.3779644730092272
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.07037605,10,0.16012815380508713
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.25320145,13,0.13483997249264842
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.045898683,23,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__efr3a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.20287904,11,1.0
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.19169733,20,0.1543033499620919
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.31087902,31,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smn2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.43187794,11,0.2581988897471611
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.1981539,17,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.097382426,15,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ik__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.1255027,11,0.24253562503633297
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tpt1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.19507354,14,0.17677669529663687
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.30799857,27,0.15075567228888181
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.14270481,30,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.078036256,12,0.19245008972987526
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc78__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.042638276,10,0.20412414523193154
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.064024545,15,0.16222142113076254
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.036563512,19,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.04514569,13,0.14586499149789456
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp2r1a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.37697813,10,0.7071067811865475
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcl2l1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.032693323,10,0.2581988897471611
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.0819053,16,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.024644356,20,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.21675664,30,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.06661477,20,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ddx19a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.3195489,12,0.31622776601683794
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc1a5__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.0075864997,29,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem214__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.07388787,12,0.1543033499620919
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl36__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.0014722795,40,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__nbpf12__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.034218658,17,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.17448221,17,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__krt17__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.14992943,12,0.18569533817705186
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.1423991,68,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.9838030214991285,0.0,209,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__twf1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.18243286,21,0.1543033499620919
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gfm1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-4.4225522e-05,21,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ssbp3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.0208877,12,0.24253562503633297
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__bcar1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.066512585,13,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fbxo42__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.12858884,23,0.1386750490563073
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tmem242__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.04394119,15,0.16012815380508713
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.13057655,36,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gyg1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.2030127,10,0.5773502691896258
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__dnm1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.08180172,12,0.5
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.2112064,21,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gab2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.053665247,13,0.14586499149789456
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.17644744,17,0.13483997249264842
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__fam136a__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.020760123,10,0.19245008972987526
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__dnaaf3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.07218989,13,0.3779644730092272
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mrpl35__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.09275326,26,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.22178459,39,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__wtap__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.21886754,13,0.2886751345948129
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tacc3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.13165615,10,0.17407765595569785
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__smg5__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.014114235,10,0.2182178902359924
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mvk__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.05909497,11,0.2773500981126146
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__poglut3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.17276303,13,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ints13__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.019654933,11,0.5
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.019845732,12,0.13736056394868904
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__adat3__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.011653345,10,1.0
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tbx1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.01546021,10,0.4082482904638631
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__eps8l1__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.028746722,14,0.16222142113076254
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__clock__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.018609982,11,0.15075567228888181
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__c7orf26__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.0939839,13,0.30151134457776363
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tfam__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.061423752,54,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__control__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.9838030214991285,0.0,161,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__anapc15__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.034409966,11,0.19611613513818404
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__tardbp__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.20437524,34,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__gtf3c4__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.30279467,14,0.13483997249264842
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ccdc6__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,-0.23726006,19,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__ppp6c__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.21740843,18,0.1336306209562122
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__hsd17b10__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.06583201,20,0.1414213562373095
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__mybl2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.10117692,12,0.13736056394868904
pred__bio__env-replogleweissman2022-rpe1-rpe1-rna-baseline__slc35g2__mean-global__dataset-heldout-split__ensemble3,env__replogleweissman2022-rpe1__rpe1__rna__baseline,mean_global,0.2645990703079605,0.36130062,12,0.3333333333333333
