aggregation_level,predictor,environment_id,split_family,method,n,aurc,excess_aurc,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,brier,log_loss,auroc,auprc,spearman_predicted_risk_realized_risk
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,dataset_heldout_split,gbdt_uncalibrated,1829.0,0.3407262826968496,0.07861020600350549,0.33838640201074716,0.33664409231981857,0.9147540983606557,0.9159836065573771,0.1276284894251779,0.4353047819955549,0.5077598817541827,0.08857095450623487,0.02272038405484887
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,dataset_heldout_split,gbdt_full_id,1829.0,0.34713626737249187,0.08502019067914773,0.3358178905720309,0.33872848340383155,0.9180327868852459,0.9166666666666666,0.09488123412388717,0.35112055160404926,0.48737543046963094,0.08423647544310635,0.02810140201187649
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,dataset_heldout_split,ptl_context,1829.0,0.3432546591854443,0.08113858249210015,0.34163385841154487,0.3360926267915438,0.9158469945355191,0.9112021857923497,0.1260174819103313,0.4309403326928851,0.5054170603114619,0.08740956012376898,0.00023256588384924808
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,dataset_heldout_split,ptl_full_id,1829.0,0.3483078484714419,0.08619177177809778,0.34350424024773907,0.33835783068998304,0.9180327868852459,0.9166666666666666,0.08058959997965492,0.30139920155708383,0.48212217718587147,0.08168321107034429,-0.022845110608948015
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,dataset_heldout_split,ptl_no_context,1829.0,0.3410277190219064,0.07891164232856224,0.33908726121190824,0.3360926267915438,0.9158469945355191,0.9112021857923497,0.1638376728281029,0.5157257040691302,0.5104265077865481,0.0877244324267364,0.033578176164033045
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,raw_normalized_uq,111.0,0.1954609261668713,0.08047031914529228,0.1933069662856204,0.18496966805685772,0.2678571428571429,0.2471910112359551,0.5228118493645655,1.3993674982783542,0.5185029436501261,0.7426331550237683,-0.061034069068771596
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,platt_logistic,111.0,0.18050491600731355,0.06551430898573453,0.17701212503015995,0.1827611629380269,0.2321428571428571,0.2471910112359551,0.4165565936448171,1.0594703500690767,0.5765349032800674,0.7948353635789247,0.14038405438887308
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,isotonic,111.0,0.1902254741720308,0.07523486715045179,0.18777264920728548,0.18124382248085535,0.2678571428571429,0.2359550561797753,0.45296450709390973,1.1577329979701676,0.5098822539949538,0.7382435136737805,0.05699837750279604
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,support_novelty_only,111.0,0.17501633827125332,0.060025731249674294,0.16804748893316304,0.18563668915394987,0.1785714285714286,0.2471910112359551,0.3791157738121872,0.9680166090189138,0.620479394449117,0.8094735129918899,0.14185995795944967
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_rf,111.0,0.13297894297973734,0.01798833595815831,0.12268374168447085,0.15604521426257123,0.0,0.1123595505617978,0.10048778818242139,0.3336217429003499,0.9541631623212784,0.9837333556835768,0.7386363636363635
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_rf_full_id,111.0,0.13466128377421405,0.019670676752635022,0.12260111634220396,0.1581340151723851,0.0,0.1235955056179775,0.10694036691230252,0.34885205503424055,0.9440706476030276,0.980345312031517,0.745902070902071
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,gbdt_uncalibrated,111.0,0.14114387019851268,0.026153263176933658,0.13575073438031332,0.15577384996949956,0.0357142857142857,0.1123595505617978,0.11438796829573707,0.39229916549622645,0.8952901597981497,0.9537386303422183,0.6095111902289705
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,gbdt_full_id,111.0,0.14643008884700917,0.031439481825430146,0.14366620805646693,0.1588603878456555,0.0535714285714286,0.1235955056179775,0.14031978369766582,0.4576507933172623,0.8727922624053828,0.9378397858296252,0.5139914655105866
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_context,111.0,0.19019999014823055,0.07520938312665153,0.19019758821065938,0.19622521470771748,0.2857142857142857,0.3033707865168539,0.24819011649485812,0.7060221030262275,0.41841883936080737,0.7154685436259945,-0.08791681291681291
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_full_id,111.0,0.1709503424379836,0.055959735416404574,0.16800631822219916,0.18169240243314358,0.1964285714285714,0.2584269662921348,0.19038981974749578,0.5716333871678652,0.5937762825904122,0.796603073356994,0.20163215163215162
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,random_split,ptl_no_context,111.0,0.18684025291661796,0.07184964589503894,0.19211698629494225,0.19265828750441583,0.3035714285714286,0.2921348314606742,0.22544766138523778,0.6476396660548321,0.43986543313709003,0.7303087359889358,-0.05192172692172692
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,raw_normalized_uq,171.0,0.24811365915398392,0.11775373742932169,0.2566342339742669,0.2183837048083979,0.5116279069767442,0.33576642335766427,0.4654127852963862,1.211547324753997,0.16292038435140704,0.5669924132219415,-0.7170791213733242
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,platt_logistic,171.0,0.24990711506649763,0.11954719334183539,0.25751522233233204,0.21924101973265192,0.5116279069767442,0.33576642335766427,0.4040885741970298,1.0302962162170417,0.14507549759780372,0.5602613455011867,-0.72647446097916
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,isotonic,171.0,0.24028849894381593,0.1099285772191537,0.2587977154613581,0.21480113826692104,0.5232558139534884,0.34306569343065696,0.43987954132300183,1.1252346493948941,0.18771448181194236,0.6013991483006276,-0.605248437119009
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,support_novelty_only,171.0,0.19872860616420596,0.06836868443954372,0.2059147932978217,0.1988889927275642,0.2906976744186046,0.27007299270072993,0.3807576493505357,0.9727581525582509,0.4921070693205216,0.7262938355280236,-0.011410232013917408
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_rf,171.0,0.16184501814093186,0.03148509641626962,0.14197213913119117,0.17824024562961863,0.011627906976744207,0.17518248175182483,0.12856022839007888,0.3927020125164727,0.8986787920384353,0.9403360492074327,0.6084419046733295
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_rf_full_id,171.0,0.1597805088132669,0.029420587088604677,0.1443271831024525,0.18144036958633114,0.011627906976744207,0.18248175182481752,0.10501612136024013,0.3478328444804276,0.8895847632120796,0.9490757555536292,0.6089054273072574
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,gbdt_uncalibrated,171.0,0.17681086708878008,0.04645094536411784,0.18202270188390515,0.216114490394936,0.15116279069767447,0.3284671532846716,0.22162377445509462,0.6300949603540912,0.630490734385724,0.8613095368008994,0.10337588875587282
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,gbdt_full_id,171.0,0.17918918729379352,0.04882926556913128,0.1854679161942629,0.21168040145650832,0.17441860465116277,0.3138686131386861,0.23110399202184279,0.6562556989399899,0.6260295126973233,0.8605007757079894,0.07720021782933285
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_context,171.0,0.1773076449719836,0.046947723247321355,0.2040250352042359,0.20680226482124658,0.36046511627906974,0.3211678832116789,0.22027840441052643,0.6262218935907429,0.4523850377487989,0.7785375137201702,0.13904478182000704
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_full_id,171.0,0.16688225794582526,0.03652233622116302,0.1829283630778623,0.20574227032543968,0.2558139534883721,0.3211678832116789,0.22436605379453836,0.6364713276205151,0.5433253260123542,0.8308682860758905,0.294250412363856
predictor_environment_split,mean_matching,env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,unseen_perturbation_split,ptl_no_context,171.0,0.1746074475165233,0.04424752579186106,0.20028787075953428,0.20736715886877835,0.34883720930232553,0.3211678832116789,0.21524262838437913,0.6184570933495617,0.46491077556623195,0.7887752427534926,0.19668970544456546
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,raw_normalized_uq,3258.0,0.42431994762666203,0.07508906929166992,0.42120878882554574,0.42195858990908897,0.6003683241252302,0.5949367088607596,0.36426289131741885,1.054257446324111,0.5593481949864539,0.38734748318107276,0.11630269661727921
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,platt_logistic,3258.0,0.42596805720059916,0.07673717886560705,0.4240714402138684,0.42195858990908897,0.6077348066298343,0.5949367088607596,0.2302800955711242,0.6523451786834374,0.5565415643776754,0.3854006040465987,0.09614635993455169
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,isotonic,3258.0,0.4233723769595354,0.07414149862454328,0.42371484584480934,0.42162984893161093,0.5960712093308778,0.5914844649021864,0.22252620146347382,0.63470484014879,0.5743759148955593,0.4004862495215504,0.10400886864766033
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,support_novelty_only,3258.0,0.43192587318551146,0.08269499485051934,0.4302954871017988,0.4256757396032692,0.6372007366482504,0.6144994246260069,0.23421166439888447,0.6596707244421729,0.5183586325388209,0.36176634431539373,0.012513499604755129
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,ptl_rf,3258.0,0.41360893517008,0.0643780568350879,0.4196384726773676,0.41870977929720904,0.5659914057704113,0.5703874184886844,0.2049124666954618,0.5795320175178923,0.6363017109565773,0.4717190861644018,0.19993871931858867
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,ptl_rf_full_id,3258.0,0.41377698953656916,0.06454611120157705,0.41961525614482315,0.41873248922559053,0.5659914057704113,0.5703874184886844,0.20354377003992205,0.5760502398180529,0.6355033677937202,0.47143477838825804,0.1988606792114079
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,gbdt_uncalibrated,3258.0,0.41547999804545754,0.06624911971046543,0.4204991759985823,0.4191561731739519,0.5715162676488643,0.5726889144610663,0.20904270466864752,0.5950570057005518,0.6250372886163356,0.4537918874852308,0.1796370051728011
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,gbdt_full_id,3258.0,0.41513125157660125,0.06590037324160913,0.4204162747608234,0.41921026892575536,0.5702885205647636,0.5726889144610663,0.21187769277918309,0.6015377141511768,0.6286112904224903,0.45777589455987283,0.1831136385206345
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,ptl_context,3258.0,0.42910540092095656,0.07987452258596445,0.4240223527536111,0.42269689988395737,0.6028238182934316,0.5937859608745685,0.2264057619270846,0.6483770147063292,0.5635664951797841,0.3942154972435746,0.07860016806321296
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,ptl_full_id,3258.0,0.4252371597656881,0.07600628143069599,0.42615706922030466,0.4231806961916414,0.6224677716390423,0.6056770233985425,0.2285893865286794,0.6474038170939075,0.5359142353673765,0.38137445734194075,0.09005899252845197
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,dataset_heldout_split,ptl_no_context,3258.0,0.4269714694199371,0.07774059108494497,0.42292737047982004,0.4218598540142055,0.5985267034990792,0.5907172995780591,0.22721194524051835,0.6493330149920724,0.5733157363666299,0.395040134100737,0.1005006214584918
predictor_environment_split,mean_matching,env__v~replogleweissman2022%5Fk562%5Fessential__v~k562__v~rna__v~essential%5Flegacy%5Fpilot,random_split,raw_normalized_uq,181.0,0.3696245004774862,0.11178152586080314,0.3494127553390022,0.3468449798665523,0.39560439560439564,0.3655172413793103,0.4896261675580475,1.5349911769832532,0.5160401002506266,0.5506442683353749,0.03840845158927953
