aggregation_level,predictor,environment_id,split_family,method,n,aurc,excess_aurc,risk_at_50,risk_at_80,ftr_at_50,ftr_at_80,brier,log_loss,auroc,auprc,spearman_continuous_risk
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,random_split,ptl_rf,112.0,0.42875642179095264,0.06717898379948772,0.4323547970312315,0.4381334926583804,0.3928571428571429,0.4222222222222223,0.2414249029939821,0.6709414866442699,0.5701612903225806,0.6381093969976045,0.17789660710014693
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,random_split,gbdt_uncalibrated,112.0,0.4397819412869526,0.07820450329548767,0.42267638112493194,0.4414050501706596,0.4107142857142857,0.4555555555555556,0.24838067988663418,0.685975930115709,0.5132258064516129,0.5672667127766075,0.11126012232206922
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,random_split,ptl_context,112.0,0.43178878930616676,0.07021135131470185,0.4350439117552014,0.4307590212608274,0.4285714285714286,0.38888888888888884,0.24157139044018663,0.6718815018266875,0.5540322580645162,0.587146226838712,0.17301910001025045
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,random_split,ptl_full,112.0,0.43208742594076766,0.07050998794930274,0.43487646208502284,0.4308562979865302,0.4285714285714286,0.37777777777777777,0.24106748216395424,0.6749729241563589,0.5482258064516129,0.5803370893128508,0.16923497454470907
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,random_split,ptl_no_id,112.0,0.43081798014911626,0.06924054215765135,0.43487646208502284,0.4312651378762287,0.4285714285714286,0.4,0.24530894851652432,0.6798800027109679,0.5585483870967742,0.5923536349544765,0.18037379984282642
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,raw_normalized_uq,36.0,0.4870731723798995,0.10826275055447371,0.48529435099206036,0.47166239518816744,0.6666666666666667,0.5517241379310345,0.494981029328856,3.1502509412848543,0.3070987654320988,0.3957361311527978,-0.4658944658944659
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,platt_logistic,36.0,0.48035362507715246,0.10154320325172667,0.5000053186280032,0.46310785306810304,0.7222222222222222,0.5172413793103448,0.3497384224953342,0.9484534888536498,0.3070987654320988,0.4355163555627952,-0.4630630630630631
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,isotonic,36.0,0.4724266060235213,0.09361618419809553,0.47529184135944685,0.46266566381131397,0.6111111111111112,0.5517241379310345,0.32967986475638905,0.8852228334374134,0.38117283950617287,0.4505379188712522,-0.2023166023166023
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,support_novelty_only,36.0,0.47574453231979996,0.09693411049437417,0.4617918069642555,0.462067727308624,0.5,0.5172413793103448,0.2939112833540831,0.7897250719097579,0.44598765432098764,0.46377600893729926,-0.09858429858429861
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,ptl_rf,36.0,0.42726041182285673,0.04844998999743094,0.4304338045120757,0.44583239626733523,0.38888888888888884,0.4482758620689655,0.23690240469284207,0.6697977900576219,0.6342592592592592,0.5783721958254758,0.3765765765765766
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,gbdt_uncalibrated,36.0,0.4512325623289832,0.07242214050355739,0.42594548512069097,0.4448911325628709,0.33333333333333337,0.4482758620689655,0.2306897717507909,0.6546340696275137,0.6496913580246912,0.6175871029131899,0.28262548262548265
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,ptl_context,36.0,0.49224837482648054,0.11343795300105475,0.48442110694142887,0.4708063064086861,0.6111111111111112,0.5862068965517242,0.2731906369866544,0.74183252475818,0.32253086419753085,0.3997352084619887,-0.4164736164736165
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,ptl_full,36.0,0.49575769385089885,0.11694727202547306,0.5028274052634111,0.4657900005715482,0.7222222222222222,0.5517241379310345,0.3053368371616665,0.8186717735440366,0.279320987654321,0.3839663563944177,-0.4985842985842986
predictor_environment_split,mean_global,env__replogleweissman2022-rpe1__rpe1__rna__baseline,unseen_perturbation_split,ptl_no_id,36.0,0.48761324389202654,0.10880282206660075,0.48737899447506705,0.46947756363480386,0.6111111111111112,0.5172413793103448,0.2569570261146241,0.707258588643232,0.3441358024691358,0.41202470720181034,-0.3662805662805663
predictor_environment_split,mean_matching,env__normanweissman2019-filtered__k562__rna__baseline,dataset_heldout_split,raw_normalized_uq,1829.0,0.34397258524953467,0.08185650855619053,0.33466739579042815,0.33488593557709573,0.9092896174863387,0.9132513661202186,0.151324050789884,0.511387910662985,0.5065446621765763,0.08664273134535129,0.07585013232678198
predictor_environment_split,mean_matching,env__normanweissman2019-filtered__k562__rna__baseline,dataset_heldout_split,platt_logistic,1829.0,0.3491114606583585,0.08699538396501438,0.3383982673215507,0.33868506649388047,0.907103825136612,0.912568306010929,0.11727369129110964,0.4120862965732797,0.5262015055008685,0.09079705255761086,0.004735961004045872
